StatusLogID,MoldID,CutterID,ItemType,Status,Timestamp,EmployeeID,DestinationID,Notes,AuditDate,AuditType,SessionID,SessionName,SessionMode,AuditSessionID,UpdatedAt,UpdatedBy
,2300,,,IN,2026-04-30T09:01:34.817Z,1,AREA-MOLDROOM,,,,,,,,2026-04-30T18:01:35.582Z,1
,5795,,,OUT,2026-04-30T08:24:17.310Z,1,1,,,,,,,,2026-04-30T17:24:18.778Z,1
,5792,,,OUT,2026-04-30T08:21:55.710Z,1,1,,,,,,,,2026-04-30T17:21:57.184Z,1
,5788,,,IN,2026-04-30T01:33:08.996Z,1,233,,,,,,,,2026-04-30T10:33:09.685Z,1
,5695,,,IN,2026-04-30T00:33:03.809Z,1,95,テフロン加工後,,,,,,,2026-04-30T09:33:04.974Z,1
,5788,,,OUT,2026-04-29T23:23:55.116Z,3,6,,,,,,,,2026-04-30T08:23:55.584Z,3
,5787,,,OUT,2026-04-29T23:23:35.266Z,3,6,,,,,,,,2026-04-30T08:23:35.876Z,3
,5797,,,IN,2026-04-28T12:21:37.130Z,1,700,,,,,,,,2026-04-28T21:21:37.997Z,1
,5797,,,OUT,2026-04-28T09:12:30.576Z,1,25,,,,,,,,2026-04-28T18:12:31.930Z,1
,5797,,,IN,2026-04-28T09:11:56.829Z,1,720,,,,,,,,2026-04-28T18:11:58.128Z,1
,5797,,,IN,2026-04-28T08:49:23.487Z,1,700,,,,,,,,2026-04-28T17:49:24.684Z,1
,5790,,,IN,2026-04-28T08:21:15.081Z,1,AREA-MOLDROOM,,,,,,,,2026-04-28T17:21:16.034Z,1
,5790,,,OUT,2026-04-28T08:19:52.538Z,1,25,,,,,,,,2026-04-28T17:19:53.330Z,1
,5797,,,IN,2026-04-28T08:18:34.288Z,1,720,,,,,,,,2026-04-28T17:18:35.832Z,1
,5557,,,IN,2026-04-28T08:07:40.658Z,1,62,,,,,,,,2026-04-28T17:07:41.862Z,1
,5790,,,IN,2026-04-28T07:53:31.564Z,1,AREA-MOLDROOM,,,,,,,,2026-04-28T16:53:32.835Z,1
,5790,,,AUDIT,2026-04-28T07:39:32.327Z,1,AREA-MOLDROOM,,,,,,,,2026-04-28T16:39:33.634Z,1
,5790,,,IN,2026-04-28T07:38:09.439Z,1,AREA-MOLDROOM,,,,,,,,2026-04-28T16:38:10.631Z,1
,5790,,,OUT,2026-04-28T06:49:00.898Z,1,25,,,,,,,,2026-04-28T15:49:03.178Z,1
,5790,,,IN,2026-04-28T05:37:46.799Z,1,AREA-MOLDROOM,,,,,,,,2026-04-28T14:37:48.367Z,1
,5790,,,OUT,2026-04-28T05:08:41.945Z,1,25,,,,,,,,2026-04-28T14:08:43.380Z,1
,5790,,,IN,2026-04-28T05:07:56.430Z,1,AREA-MOLDROOM,,,,,,,,2026-04-28T14:07:58.079Z,1
,5790,,,OUT,2026-04-28T04:53:25.978Z,1,25,,,,,,,,2026-04-28T13:53:27.659Z,1
,5790,,,IN,2026-04-28T04:48:35.452Z,1,AREA-MOLDROOM,,,,,,,,2026-04-28T13:48:37.966Z,1
,5786,,,IN,2026-04-28T04:36:59.962Z,1,AREA-MOLDROOM,,,,,,,,2026-04-28T13:37:01.910Z,1
,5796,,,IN,2026-04-28T04:31:54.658Z,1,AREA-MOLDROOM,,,,,,,,2026-04-28T13:31:55.910Z,1
,5797,,,IN,2026-04-28T04:22:04.148Z,1,AREA-MOLDROOM,,,,,,,,2026-04-28T13:22:05.601Z,1
,5695,,mold,IN,2026-04-28T03:23:10.420Z,1,2,テフロン加工後受取,,,,,,,,
,5695,,mold,IN,2026-04-28T03:21:59.928Z,1,2,テフロン加工後受取,,,,,,,,
,5695,,mold,IN,2026-04-28T02:59:04.787Z,1,2,テフロン加工後受取,,,,,,,,
,5695,,mold,IN,2026-04-28T02:55:46.594Z,1,2,テフロン加工後受取,,,,,,,,
,3913,,,IN,2026-04-28T01:47:06.855Z,1,254,,,,,,,,2026-04-28T10:47:08.732Z,1
,5683,,,IN,2026-04-28T23:26:31.288Z,1,62,,,,,,,,2026-04-28T08:26:47.937Z,1
,5683,,,IN,2026-04-28T23:26:38.560Z,1,62,,,,,,,,2026-04-28T08:26:46.381Z,1
,5769,,mold,IN,2026-04-27T23:04:10.674Z,1,2,テフロン加工後受取,,,,,,,,
,2714,,,OUT,2026-04-27T11:48:46.470Z,1,17,,,,,,,,2026-04-27T20:48:47.836Z,1
