TeflonLogID,MoldID,TeflonStatus,RequestedBy,RequestedDate,ApprovedDate,ApprovedBy,SentBy,SentDate,ExpectedDate,ReceivedDate,SupplierID,CoatingType,Reason,TeflonCost,Quality,TeflonNotes,CreatedDate,UpdatedBy,UpdatedAt
,1139,テフロン加工済,,,,,,1/15/2024,,1/18/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,1141,テフロン加工済,,,,,,2/19/2024,,2/22/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,1144,テフロン加工済,,,,,,5/12/2023,,5/17/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,1145,テフロン加工済,,,,,,5/12/2023,,5/17/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,1165,テフロン加工済,,,,,,2/22/2024,,2/28/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,1985,テフロン加工済,,,,,,9/30/2024,,10/3/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2218,テフロン加工済,,,,,,11/9/2023,,11/14/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2223,テフロン加工済,,,,,,10/5/2023,,10/12/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2236,テフロン加工済,,,,,,9/26/2025,,10/1/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2593,テフロン加工済,,,,,,1/7/2025,,1/10/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2685,テフロン加工済,,,,,,4/24/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2762,テフロン加工済,,,,,,5/29/2023,,6/4/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2820,テフロン加工済,,,,,,10/30/2024,,11/5/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2866,テフロン加工済,,,,,,1/15/2024,,1/18/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2869,テフロン加工済,,,,,,11/13/2023,,11/16/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2871,テフロン加工済,,,,,,4/8/2024,,4/11/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2873,テフロン加工済,,,,,,4/8/2024,,4/11/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,2947,テフロン加工済,,,,,,7/12/2025,,7/16/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,3005,テフロン加工済,,,,,,4/26/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,3006,テフロン加工済,,,,,,4/26/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,3011,テフロン加工済,,,,,,12/11/2023,,12/14/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,3028,テフロン加工済,,,,,,4/4/2024,,4/9/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,3062,テフロン加工済,,,,,,6/26/2024,,7/1/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,3078,テフロン加工済,,,,,,8/23/2024,,8/28/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,3131,テフロン加工済,,,,,,3/27/2024,,4/1/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4552,テフロン加工済,,,,,,12/19/2023,,12/22/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4553,テフロン加工済,,,,,,11/30/2023,,12/5/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4569,テフロン加工済,,,,,,1/26/2024,,1/31/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4576,テフロン加工済,,,,,,11/15/2023,,11/20/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4625,テフロン加工済,,,,,,11/28/2024,,12/3/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4626,テフロン加工済,,,,,,12/16/2024,,12/20/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4628,テフロン加工済,,,,,,6/6/2025,,6/11/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4643,テフロン加工済,,,,,,4/26/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4657,テフロン加工済,,,,,,6/6/2025,,6/11/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4672,テフロン加工済,,,,,,11/8/2024,,11/13/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4675,テフロン加工済,,,,,,11/8/2024,,11/13/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4325,テフロン加工済,,,,,,7/19/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4362,テフロン加工済,,,,,,7/24/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4369,テフロン加工済,,,,,,5/29/2023,,6/2/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4388,テフロン加工済,,,,,,11/7/2023,,11/10/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4420,テフロン加工済,,,,,,10/18/2023,,10/23/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4430,テフロン加工済,,,,,,3/1/2024,,3/7/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4432,テフロン加工済,,,,,,5/7/2024,,5/10/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4433,テフロン加工済,,,,,,11/8/2023,,11/13/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4436,テフロン加工済,,,,,,8/21/2023,,8/24/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4439,テフロン加工済,,,,,,6/21/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4442,テフロン加工済,,,,,,10/31/2023,,11/6/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4445,テフロン加工済,,,,,,10/31/2023,,11/6/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4447,テフロン加工済,,,,,,7/18/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4448,テフロン加工済,,,,,,10/31/2023,,11/6/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4451,テフロン加工済,,,,,,10/31/2023,,11/6/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4453,テフロン加工済,,,,,,7/26/2023,,7/31/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4454,テフロン加工済,,,,,,9/20/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4456,テフロン加工済,,,,,,8/1/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4677,テフロン加工済,,,,,,11/8/2024,,11/13/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4727,テフロン加工済,,,,,,11/27/2024,,12/2/2024,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4764,テフロン加工済,,,,,,1/9/2025,,1/15/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4476,テフロン加工済,,,,,,7/28/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4498,テフロン加工済,,,,,,6/27/2023,,6/30/2023,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,4510,テフロン加工済,,,,,,5/10/2023,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5090,テフロン加工済,,,,,,1/21/2025,,1/24/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5237,テフロン加工済,,,,,,2/13/2025,,,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5239,テフロン加工済,,,,,,4/10/2025,,4/15/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5322,テフロン加工済,,,,,,4/2/2025,,4/7/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5327,テフロン加工済,,,,,,3/25/2025,,3/28/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5328,テフロン加工済,,,,,,3/25/2025,,3/28/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5337,テフロン加工済,,,,,,3/13/2025,,3/18/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5341,テフロン加工済,,,,,,5/7/2025,,5/12/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5344,テフロン加工済,,,,,,6/6/2025,,6/12/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5402,テフロン加工済,,,,,,6/2/2025,,6/5/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5404,テフロン加工済,,,,,,8/25/2025,,8/28/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5419,テフロン加工済,,,,,,6/18/2025,,6/23/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5427,テフロン加工済,,,,,,6/17/2025,,6/20/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5437,テフロン加工済,,,,,,7/10/2025,,7/12/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5456,テフロン加工済,,,,,,7/23/2025,,7/28/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5511,テフロン加工済,,,,,,11/21/2025,,11/25/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5526,テフロン加工済,,,,,,8/22/2025,,8/27/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5528,テフロン加工済,,,,,,8/22/2025,,8/27/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5529,テフロン加工済,,,,,,9/1/2025,,9/4/2025,7,テフロン加工済,Historical Data,,,,9/26/2025,,12/10/2025
,5685,テフロン加工済,,,,,,12/2/2025,,12/8/2025,7,テフロン加工済,,,,,12/10/2025,,12/10/2025
,5632,テフロン加工済,1,11/20/2025,,,1,11/20/2025,,11/26/2025,7,テフロン加工済,,,,,12/10/2025,,12/10/2025
,5633,テフロン加工済,,,,,,11/20/2025,,11/26/2025,7,テフロン加工済,,,,,12/10/2025,,12/10/2025
,5661,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5662,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5663,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5664,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5665,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5666,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5667,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5670,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5671,テフロン加工済,4,12/12/2025,,,1,12/12/2025,12/19/2025,12/17/2025,7,テフロン加工承認待ち,,,,,12/10/2025,,12/17/2025
,5672,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5674,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5676,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5677,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5678,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5679,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5680,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5681,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5682,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5683,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5684,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5686,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5657,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5658,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5659,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5660,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5591,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5592,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5593,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5594,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5595,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5596,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5597,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5598,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5599,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5600,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5601,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5602,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5603,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5604,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5605,テフロン加工済,,,,,,10/24/2025,,10/29/2025,7,テフロン加工済,,,,,12/10/2025,,12/10/2025
,5606,テフロン加工済,,,,,,10/24/2025,,10/29/2025,7,テフロン加工済,,,,,12/10/2025,,12/10/2025
,5607,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5608,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5609,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5610,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5611,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5612,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5613,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5614,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5624,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5625,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5634,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5635,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5636,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5637,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5638,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5639,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5640,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5641,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5642,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5643,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5644,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5645,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5646,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5647,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5648,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5649,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5650,テフロン加工承認待ち,,,,,,,,,7,テフロン加工承認待ち,,,,,12/10/2025,,12/10/2025
,5651,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5652,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5654,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5578,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5580,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5581,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5582,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5583,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5584,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5585,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5586,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5587,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5588,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5589,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,5590,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,10,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,12,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,13,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,14,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,15,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,16,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,17,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,18,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,19,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,20,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,21,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,22,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,23,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,24,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,25,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,26,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,27,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,28,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,29,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,30,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,31,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,32,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,33,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,34,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,35,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,36,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,37,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,38,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,39,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,40,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,41,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,42,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,43,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,44,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,45,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,46,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,47,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,48,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,49,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,50,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,51,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,52,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,53,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,54,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,55,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,56,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,57,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,58,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,59,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,60,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,61,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,62,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,63,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,64,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,65,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,66,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,67,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,68,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,69,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,70,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,71,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,72,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,73,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,74,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,75,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,76,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,77,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,81,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,82,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,83,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,84,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,85,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,86,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,87,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,88,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,89,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,90,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,91,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,92,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,93,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,94,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,95,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,96,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,97,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,98,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,100,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,101,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,126,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,127,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,128,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,129,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,102,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,103,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,104,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,105,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,106,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,107,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,108,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,109,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,110,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,111,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,112,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,113,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,114,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,115,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,116,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,117,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,118,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,119,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,120,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,121,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,122,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,123,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,124,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,125,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,130,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,131,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,132,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,133,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
,134,,,,,,,,,,7,,,,,,12/10/2025,,12/10/2025
