MoldCutterID,CutterID,MoldDesignID,MoldID,DateEntry,MoldCutterNotes
426,713,2286,1554,08-Aug-24,
427,713,2287,3235,08-Aug-24,
953,714,2082,4001,16-Aug-24,
506,715,156,3577,16-Aug-24,
505,716,157,3576,16-Aug-24,
435,721,35,3508,09-Aug-24,
434,721,3412,2571,09-Aug-24,PP
516,724,190,3586,16-Aug-24,
1088,727,2537,2450,16-Aug-24,
1165,728,3412,2571,,PS
451,729,1861,3522,16-Aug-24,
527,733,228,3596,16-Aug-24,
537,734,333,474,16-Aug-24,
812,735,1473,3862,16-Aug-24,
429,736,2168,3502,09-Aug-24,
428,736,2169,3501,09-Aug-24,
804,737,1476,770,16-Aug-24,
1074,740,2695,4120,16-Aug-24,
1075,740,2696,4121,16-Aug-24,
805,741,1481,3855,16-Aug-24,
967,743,1383,897,16-Aug-24,
966,743,1384,1311,16-Aug-24,
965,743,2094,4013,16-Aug-24,
724,744,1077,1543,16-Aug-24,
725,744,1081,3783,16-Aug-24,
1156,745,3095,35,16-Aug-24,
890,746,1855,1735,16-Aug-24,
857,747,1756,2626,16-Aug-24,
531,748,242,550,16-Aug-24,
994,749,2165,1507,16-Aug-24,
806,750,1483,791,16-Aug-24,
912,751,1959,3961,16-Aug-24,
808,752,1484,3858,16-Aug-24,
858,753,1757,2629,16-Aug-24,
979,754,2107,4027,16-Aug-24,
786,755,1401,3837,16-Aug-24,
1079,756,2792,4125,16-Aug-24,
2632,757,2831,,24-Jan-25,
1080,757,2833,1402,16-Aug-24,6-142-9A
2631,758,2832,,24-Jan-25,
1081,758,2833,1402,16-Aug-24,6-142-9B
1112,759,2881,2489,16-Aug-24,
867,760,1761,2642,16-Aug-24,
528,761,239,544,16-Aug-24,
432,762,1129,3505,09-Aug-24,
433,762,1130,3506,09-Aug-24,
1143,763,2987,2077,16-Aug-24,
1144,763,2988,2078,16-Aug-24,
529,764,237,3598,16-Aug-24,
2630,765,135,,24-Jan-25,
723,767,1078,3781,16-Aug-24,
2624,768,526,,24-Jan-25,
1067,769,2588,2344,16-Aug-24,
1068,770,2523,1610,16-Aug-24,
501,771,140,579,16-Aug-24,
502,772,142,564,16-Aug-24,
503,772,145,574,16-Aug-24,
468,773,32,3539,16-Aug-24,
454,774,1861,3525,16-Aug-24,
2622,774,4291,,24-Jan-25,
2621,775,3511,,24-Jan-25,
825,777,1628,910,16-Aug-24,
833,778,1674,2624,16-Aug-24,
2619,779,3760,,24-Jan-25,
753,780,1120,1757,16-Aug-24,
754,780,1122,1753,16-Aug-24,
755,780,2986,2080,16-Aug-24,
1082,781,2879,1399,16-Aug-24,
1083,781,2880,1685,16-Aug-24,
469,782,34,3540,16-Aug-24,
2618,783,1072,,24-Jan-25,
722,783,1092,3780,16-Aug-24,
1381,784,3272,2183,11-Sep-24,
472,785,36,3543,16-Aug-24,
2617,785,4126,,24-Jan-25,
836,786,1675,2620,16-Aug-24,
1411,787,3111,4297,11-Sep-24,
819,788,1585,925,16-Aug-24,
1426,789,3104,1510,11-Sep-24,
843,790,1700,2525,16-Aug-24,
844,790,1701,3893,16-Aug-24,
860,791,1750,2640,16-Aug-24,
908,792,1949,3957,16-Aug-24,
888,793,1854,3937,16-Aug-24,
489,794,49,3246,16-Aug-24,
993,795,2163,1768,16-Aug-24,
2441,796,2644,,22-Jan-25,
437,796,2646,1151,09-Aug-24,ノート
1150,797,3015,744,16-Aug-24,
440,798,1036,3512,15-Aug-24,
439,798,1037,3511,15-Aug-24,
442,798,1039,3514,15-Aug-24,
441,798,1040,3513,15-Aug-24,
443,798,1044,3515,15-Aug-24,
444,798,1045,3516,15-Aug-24,
1040,799,2356,74,16-Aug-24,
448,801,1491,3517,15-Aug-24,
449,801,1492,754,15-Aug-24,
1038,807,2321,684,16-Aug-24,
1109,811,2683,2291,16-Aug-24,
1110,811,2685,4155,16-Aug-24,
1111,811,2818,4156,16-Aug-24,
975,814,2093,4023,16-Aug-24,
976,814,2095,4024,16-Aug-24,
977,814,3079,4025,16-Aug-24,
978,814,3080,42,16-Aug-24,
587,815,529,1074,16-Aug-24,
588,815,1388,872,16-Aug-24,PS
1142,816,609,4187,16-Aug-24,
2385,816,682,,21-Jan-25,
1141,816,1393,864,16-Aug-24,
1140,816,2067,743,16-Aug-24,
2397,816,2972,,21-Jan-25,
1138,816,3323,131,16-Aug-24,
2386,816,4260,,21-Jan-25,
686,817,889,2719,16-Aug-24,
687,817,895,2714,16-Aug-24,
2412,818,167,,21-Jan-25,
671,818,865,3732,16-Aug-24,
675,818,870,3736,16-Aug-24,
672,818,1033,2947,16-Aug-24,
674,818,2033,2801,16-Aug-24,
673,818,2971,3734,16-Aug-24,
2411,818,4268,,21-Jan-25,
1117,819,2559,4162,16-Aug-24,
1115,819,2730,4160,16-Aug-24,
1116,819,2731,4161,16-Aug-24,
648,820,682,2992,16-Aug-24,
649,820,773,390,16-Aug-24,
650,820,822,2869,16-Aug-24,
2449,820,833,,22-Jan-25,
651,820,834,273,16-Aug-24,
652,820,859,3058,16-Aug-24,
1018,821,2235,211,16-Aug-24,
1019,821,2239,160,16-Aug-24,
1021,821,2241,190,16-Aug-24,
2874,821,2248,,22-Mar-25,
1020,821,2252,189,16-Aug-24,
1022,821,2266,183,16-Aug-24,
1023,821,2269,200,16-Aug-24,
2875,821,4357,,22-Mar-25,
1153,822,3050,2926,16-Aug-24,
1154,822,3056,4199,16-Aug-24,
1125,823,2483,2403,16-Aug-24,
992,824,2158,4040,16-Aug-24,
1026,825,2240,197,16-Aug-24,
972,826,2098,4020,16-Aug-24,
971,826,2101,4019,16-Aug-24,
980,827,2099,4028,16-Aug-24,
981,827,2100,4029,16-Aug-24,
757,828,1288,3812,16-Aug-24,
964,829,113,629,16-Aug-24,
961,829,2081,1279,16-Aug-24,
962,829,2083,1282,16-Aug-24,
963,829,2086,4011,16-Aug-24,
566,830,399,464,16-Aug-24,
1012,831,2225,187,16-Aug-24,
1013,831,2232,185,16-Aug-24,
1014,831,2233,202,16-Aug-24,
1015,831,2235,211,16-Aug-24,
1016,831,2252,189,16-Aug-24,
906,832,1936,142,16-Aug-24,
1358,833,3324,130,11-Sep-24,
610,834,563,1089,16-Aug-24,
597,835,555,1044,16-Aug-24,
598,835,2104,3662,16-Aug-24,
602,835,2109,3665,16-Aug-24,
603,835,2110,3666,16-Aug-24,
601,835,2112,3664,16-Aug-24,
2402,835,2117,,21-Jan-25,
604,835,2119,3667,16-Aug-24,
2400,835,2129,,21-Jan-25,
2401,835,2137,,21-Jan-25,
2399,835,4263,,21-Jan-25,
736,836,1095,3793,16-Aug-24,
737,836,1096,3794,16-Aug-24,
909,837,1951,1097,16-Aug-24,
850,838,1720,1439,16-Aug-24,
853,838,1727,1428,16-Aug-24,
2452,839,915,,22-Jan-25,
2453,839,916,,22-Jan-25,
1363,840,3196,1016,11-Sep-24,
1357,841,1861,3425,11-Sep-24,
768,842,1336,844,16-Aug-24,
849,843,1729,938,16-Aug-24,
848,844,1730,966,16-Aug-24,
982,845,2103,4030,16-Aug-24,
2454,846,2149,,22-Jan-25,
678,847,886,2700,16-Aug-24,
590,848,532,3654,16-Aug-24,
740,849,1097,3796,16-Aug-24,
898,850,1912,588,16-Aug-24,
606,851,557,1046,16-Aug-24,
571,852,420,2010,16-Aug-24,
453,853,1861,3524,16-Aug-24,
2455,853,3494,,22-Jan-25,
863,854,1739,2628,16-Aug-24,
854,855,1685,2547,16-Aug-24,
855,855,1686,2548,16-Aug-24,
856,855,1691,3905,16-Aug-24,
859,856,1737,3908,16-Aug-24,
938,857,2043,3987,16-Aug-24,
1098,858,2416,2445,16-Aug-24,
1099,858,2418,1695,16-Aug-24,
987,859,2105,4035,16-Aug-24,
988,859,2120,4036,16-Aug-24,
952,860,2065,245,16-Aug-24,
954,860,2066,246,16-Aug-24,
2456,861,2715,,22-Jan-25,
1060,861,2716,2308,16-Aug-24,3-160-9
1058,862,2877,4105,16-Aug-24,
2410,862,4267,,21-Jan-25,
608,863,555,1044,16-Aug-24,
607,863,556,1043,16-Aug-24,
1006,864,2193,4053,16-Aug-24,
1056,865,2897,2001,16-Aug-24,
450,866,868,1991,16-Aug-24,
1425,867,3372,2562,11-Sep-24,
1010,868,2213,1555,16-Aug-24,R2
2457,868,2214,,22-Jan-25,
457,869,1861,3528,16-Aug-24,
690,870,951,2720,16-Aug-24,
573,871,441,2487,16-Aug-24,
1862,872,936,,09-Dec-24,
1861,872,939,,09-Dec-24,
718,873,1041,3776,16-Aug-24,
923,874,2001,3972,16-Aug-24,
924,874,2014,229,16-Aug-24,
925,874,2182,171,16-Aug-24,
2458,875,3321,,22-Jan-25,
2459,875,4272,,22-Jan-25,
2460,875,4273,,22-Jan-25,
688,876,904,2687,16-Aug-24,
689,876,905,2701,16-Aug-24,
458,877,1861,3529,16-Aug-24,
538,878,277,462,16-Aug-24,
940,879,437,3989,16-Aug-24,
941,879,438,3990,16-Aug-24,
939,879,2034,3988,16-Aug-24,
582,880,519,608,16-Aug-24,
944,881,2035,2798,16-Aug-24,
989,882,2097,4037,16-Aug-24,
583,883,520,607,16-Aug-24,
1166,883,1844,1752,,
1061,884,2400,2434,16-Aug-24,
2408,884,3108,,21-Jan-25,
611,885,566,962,16-Aug-24,
612,885,567,1035,16-Aug-24,
1049,886,2569,2323,16-Aug-24,
1137,887,2975,1453,16-Aug-24,
714,888,1009,3772,16-Aug-24,
594,889,549,2949,16-Aug-24,
942,890,2051,3991,16-Aug-24,
1046,891,2388,4093,16-Aug-24,
498,892,135,3569,16-Aug-24,
1398,893,3276,77,11-Sep-24,
955,894,2084,1275,16-Aug-24,
1054,895,2567,2329,16-Aug-24,
834,896,1673,918,16-Aug-24,
835,896,2102,3884,16-Aug-24,
462,897,27,3533,16-Aug-24,
2462,898,3239,,22-Jan-25,
2463,898,3240,,22-Jan-25,
694,899,901,3752,16-Aug-24,
591,900,534,3655,16-Aug-24,
1097,901,2451,4142,16-Aug-24,
1157,902,3082,4202,16-Aug-24,
616,903,575,858,16-Aug-24,
617,903,1008,999,16-Aug-24,
618,903,3050,2926,16-Aug-24,
619,903,3495,3681,16-Aug-24,
738,904,1098,3795,16-Aug-24,
840,905,1688,2536,16-Aug-24,
841,905,1689,2522,16-Aug-24,
842,905,1690,2524,16-Aug-24,
499,906,136,563,16-Aug-24,
500,906,139,566,16-Aug-24,
915,907,1966,2095,16-Aug-24,
717,908,1054,3775,16-Aug-24,
2406,909,278,,21-Jan-25,
541,909,279,2479,16-Aug-24,
543,910,276,3611,16-Aug-24,
741,911,1099,2518,16-Aug-24,
742,911,1100,1761,16-Aug-24,
743,911,1101,1762,16-Aug-24,
464,912,28,3535,16-Aug-24,
471,912,29,3542,16-Aug-24,
465,913,31,3536,16-Aug-24,
2464,914,3237,,22-Jan-25,
2913,915,135,,18-Jul-25,
2914,915,2887,,18-Jul-25,
991,916,2156,970,16-Aug-24,
936,917,673,2462,16-Aug-24,
937,917,674,3694,16-Aug-24,
935,917,2047,2799,16-Aug-24,
715,918,1061,1449,16-Aug-24,
592,919,535,3656,16-Aug-24,
593,919,536,3657,16-Aug-24,
845,920,1697,2530,16-Aug-24,
846,920,1698,2531,16-Aug-24,
677,921,878,3737,16-Aug-24,
947,922,170,3995,16-Aug-24,
948,922,171,2409,16-Aug-24,
949,922,172,646,16-Aug-24,
945,922,2048,3993,16-Aug-24,
946,922,3412,2571,16-Aug-24,
970,923,2106,2059,16-Aug-24,
716,924,1067,3774,16-Aug-24,
2465,924,4274,,22-Jan-25,
490,925,56,345,16-Aug-24,
928,926,2020,2106,16-Aug-24,
929,926,2024,2105,16-Aug-24,
930,926,2025,2174,16-Aug-24,
902,927,1874,830,16-Aug-24,
901,927,1935,3950,16-Aug-24,
905,927,1940,3954,16-Aug-24,
904,927,2157,3953,16-Aug-24,
903,927,2159,3952,16-Aug-24,
2466,927,2161,,22-Jan-25,
884,928,1835,894,16-Aug-24,
919,929,2007,231,16-Aug-24,
920,929,2017,227,16-Aug-24,スタ
921,929,3004,648,16-Aug-24,
596,930,553,2481,16-Aug-24,
556,931,353,481,16-Aug-24,
555,931,354,480,16-Aug-24,
557,931,370,479,16-Aug-24,
2467,932,981,,22-Jan-25,
882,933,1836,1820,16-Aug-24,
881,933,1838,893,16-Aug-24,
883,933,1839,826,16-Aug-24,
1148,934,3020,69,16-Aug-24,
1155,935,3057,1233,16-Aug-24,
784,936,1367,877,16-Aug-24,
2468,936,1368,,22-Jan-25,
2469,936,1369,,22-Jan-25,
491,937,86,442,16-Aug-24,
533,938,252,594,16-Aug-24,
532,938,253,595,16-Aug-24,
973,939,2129,4021,16-Aug-24,
974,939,2139,2178,16-Aug-24,
934,940,1431,3983,16-Aug-24,
932,940,2019,2172,16-Aug-24,
931,940,2021,2173,16-Aug-24,
933,940,2022,2103,16-Aug-24,
870,941,1798,839,16-Aug-24,
2470,942,1366,,22-Jan-25,
876,943,1300,2200,16-Aug-24,スタ254
875,943,1799,3924,16-Aug-24,
581,944,510,562,16-Aug-24,
874,945,1812,3923,16-Aug-24,
461,946,21,736,16-Aug-24,
2471,947,604,,22-Jan-25,
625,947,605,3687,16-Aug-24,
628,947,2007,231,16-Aug-24,
868,948,1793,903,16-Aug-24,
869,948,1794,823,16-Aug-24,
1086,949,2885,4132,16-Aug-24,
758,950,1289,2199,16-Aug-24,
773,951,1362,814,16-Aug-24,
774,951,1364,873,16-Aug-24,
775,951,1365,812,16-Aug-24,
779,951,1370,876,16-Aug-24,
776,951,1371,810,16-Aug-24,
778,951,1372,875,16-Aug-24,
777,951,1375,813,16-Aug-24,
589,952,530,1081,16-Aug-24,
2395,952,531,,21-Jan-25,
871,953,1813,842,16-Aug-24,
873,953,1815,831,16-Aug-24,
872,953,1817,841,16-Aug-24,
879,955,1833,3071,16-Aug-24,
1130,956,2618,2431,16-Aug-24,
1131,956,2624,4176,16-Aug-24,
1132,956,2630,2422,16-Aug-24,
654,957,712,2223,16-Aug-24,
662,959,687,3723,16-Aug-24,
822,962,1618,3871,16-Aug-24,
1149,963,3015,744,16-Aug-24,
2414,964,3112,,22-Jan-25,
2417,964,3113,,22-Jan-25,
2416,964,3121,,22-Jan-25,
2420,965,1813,,22-Jan-25,
2421,965,1815,,22-Jan-25,
2422,965,1817,,22-Jan-25,
665,966,669,412,16-Aug-24,
663,966,723,416,16-Aug-24,
664,966,724,282,16-Aug-24,
995,967,2175,1499,16-Aug-24,
2413,967,3701,,22-Jan-25,
2419,968,966,,22-Jan-25,
655,969,750,1956,16-Aug-24,
657,969,752,1957,16-Aug-24,
656,969,753,1949,16-Aug-24,
658,969,754,1958,16-Aug-24,
823,970,1622,3872,16-Aug-24,
510,971,182,267,16-Aug-24,
511,971,183,266,16-Aug-24,
2423,971,1968,,22-Jan-25,
514,971,1969,2109,16-Aug-24,
513,971,2258,215,16-Aug-24,
2424,971,2262,,22-Jan-25,
2425,971,2275,,22-Jan-25,
512,971,2985,50,16-Aug-24,
2026,971,4082,,16-Dec-24,
1378,972,935,2722,11-Sep-24,
2418,973,191,,22-Jan-25,
519,973,198,257,16-Aug-24,
518,973,199,259,16-Aug-24,
520,973,200,262,16-Aug-24,
521,973,202,258,16-Aug-24,
522,973,203,1163,16-Aug-24,
523,973,212,261,16-Aug-24,
517,973,1619,961,16-Aug-24,ATS-002
492,974,54,351,16-Aug-24,
456,975,3326,3527,16-Aug-24,
2426,975,4269,,22-Jan-25,
986,976,2096,4034,16-Aug-24,
735,977,1281,3792,16-Aug-24,
990,978,2126,2015,16-Aug-24,
1124,979,2424,159,16-Aug-24,
2396,979,4222,,21-Jan-25,
1129,980,2493,4174,16-Aug-24,
1128,980,2871,2484,16-Aug-24,
865,981,1771,2630,16-Aug-24,
866,981,1772,2644,16-Aug-24,
1146,982,3017,1950,16-Aug-24,
1147,982,3028,1135,16-Aug-24,
864,983,1768,3913,16-Aug-24,
2427,984,3160,,22-Jan-25,
509,985,184,2872,16-Aug-24,
799,986,1533,776,16-Aug-24,
969,987,2135,2053,16-Aug-24,
1145,988,3002,2933,16-Aug-24,
1360,989,1744,4291,11-Sep-24,
1359,989,3379,2613,11-Sep-24,
2407,989,4265,,21-Jan-25,
997,990,2183,168,16-Aug-24,
1370,991,3413,2578,11-Sep-24,
1369,991,3418,2583,11-Sep-24,
2428,991,3419,,22-Jan-25,
1368,991,3550,4293,11-Sep-24,
1856,992,3112,,09-Dec-24,
1857,992,3113,,09-Dec-24,
1858,992,3121,,09-Dec-24,
666,993,775,2922,16-Aug-24,
851,994,1732,1088,16-Aug-24,
852,994,1734,1087,16-Aug-24,
1127,995,2720,1917,16-Aug-24,
1126,996,2776,1896,16-Aug-24,フィルム
595,997,551,716,16-Aug-24,
1374,999,1861,3425,11-Sep-24,
1029,1001,2292,253,16-Aug-24,
645,1006,747,1856,16-Aug-24,
525,1009,204,1885,16-Aug-24,
526,1010,205,2915,16-Aug-24,
1118,1011,2775,4163,16-Aug-24,
1119,1012,2470,4164,16-Aug-24,
1108,1013,2471,2732,16-Aug-24,
1047,1014,2778,1910,16-Aug-24,
568,1015,415,1904,16-Aug-24,
2444,1016,3300,,22-Jan-25,
2445,1017,3168,,22-Jan-25,
667,1018,785,379,16-Aug-24,
1052,1019,2849,1913,16-Aug-24,
1043,1020,2641,2956,16-Aug-24,
1044,1020,2642,1152,16-Aug-24,
1045,1020,2643,1153,16-Aug-24,
1090,1021,2428,4135,16-Aug-24,
2446,1023,2428,,22-Jan-25,
1091,1023,2429,4136,16-Aug-24,
896,1024,1903,1852,16-Aug-24,
897,1024,1904,1835,16-Aug-24,
892,1025,1907,3941,16-Aug-24,
668,1026,814,1828,16-Aug-24,
536,1027,275,1122,16-Aug-24,
1379,1030,1861,3425,11-Sep-24,
1158,1033,397,2815,17-Aug-24,
1159,1034,397,2815,17-Aug-24,
1160,1035,2720,1917,17-Aug-24,
1161,1036,2720,1917,,再作成抜き型
1169,1037,2366,4218,26-Aug-24,
1193,1038,176,653,03-Sep-24,
1194,1038,177,644,03-Sep-24,
1181,1039,176,653,,
1182,1039,177,644,,
1183,1039,1821,840,,
2887,1039,1823,,10-Jul-25,ハイ
1188,1040,1800,4228,31-Aug-24,
1218,1040,1801,4242,04-Sep-24,
1219,1041,2179,3259,04-Sep-24,
1223,1043,2430,4244,04-Sep-24,
1220,1043,2510,4243,04-Sep-24,
1184,1044,986,1072,,
1228,1045,2122,4245,04-Sep-24,
1229,1046,3312,2177,04-Sep-24,
1237,1047,1804,4246,04-Sep-24,
1239,1047,1805,818,04-Sep-24,
1185,1048,1495,785,,
1192,1049,3225,54,03-Sep-24,
1241,1049,3449,1270,04-Sep-24,
1429,1050,3326,356,11-Sep-24,
2472,1050,4030,,22-Jan-25,
1281,1052,3278,4230,06-Sep-24,
1431,1054,3313,2083,11-Sep-24,
1243,1055,289,466,04-Sep-24,
2474,1055,367,,22-Jan-25,
2473,1055,368,,22-Jan-25,
2475,1055,373,,22-Jan-25,
2476,1055,380,,22-Jan-25,
2477,1055,383,,22-Jan-25,
2478,1055,389,,22-Jan-25,
2479,1056,614,,22-Jan-25,
1247,1056,615,2988,04-Sep-24,
2480,1056,616,,22-Jan-25,
1248,1056,622,320,04-Sep-24,
1251,1057,2224,203,04-Sep-24,
1254,1058,1583,941,04-Sep-24,
1264,1060,1806,4252,05-Sep-24,
1249,1061,1712,959,04-Sep-24,
1256,1061,1714,948,04-Sep-24,
1277,1062,662,4258,06-Sep-24,
2481,1062,692,,22-Jan-25,
1276,1062,693,4257,06-Sep-24,
1278,1062,708,2868,06-Sep-24,
1279,1062,709,316,06-Sep-24,
1282,1062,714,271,06-Sep-24,
1266,1062,756,313,05-Sep-24,
2387,1062,827,,21-Jan-25,
1283,1063,62,4259,06-Sep-24,
2482,1064,131,,22-Jan-25,
1285,1064,132,582,06-Sep-24,
1284,1064,133,581,06-Sep-24,
1286,1066,621,4261,06-Sep-24,
1292,1066,715,380,06-Sep-24,
1289,1066,742,2460,06-Sep-24,
1288,1066,755,314,06-Sep-24,
1290,1066,759,375,06-Sep-24,
1287,1066,803,377,06-Sep-24,
1291,1066,806,384,06-Sep-24,
1293,1068,621,4260,06-Sep-24,８号機OK
1270,1069,1006,1006,05-Sep-24,
1295,1069,1007,1036,06-Sep-24,
2483,1069,1069,,22-Jan-25,別抜き
1294,1070,3077,45,06-Sep-24,
1296,1072,620,424,06-Sep-24,
1297,1072,629,415,06-Sep-24,
1298,1072,630,319,06-Sep-24,
1302,1072,653,297,06-Sep-24,
1206,1072,701,2464,04-Sep-24,
1299,1072,733,4262,06-Sep-24,
1300,1072,734,404,06-Sep-24,
1301,1072,735,4263,06-Sep-24,
1550,1072,3606,,19-Oct-24,VIET
1217,1073,1776,2621,04-Sep-24,
1273,1074,1680,4222,06-Sep-24,
1303,1075,901,3752,06-Sep-24,
1304,1078,3521,4264,09-Sep-24,
1327,1085,1685,2547,09-Sep-24,
2485,1085,1691,,22-Jan-25,
1315,1085,3522,4265,09-Sep-24,
2484,1085,4275,,22-Jan-25,
1305,1086,623,408,09-Sep-24,
1306,1086,624,369,09-Sep-24,
1316,1087,3129,17,09-Sep-24,
1307,1088,2071,2157,09-Sep-24,
1308,1090,64,1337,09-Sep-24,
1309,1092,1476,770,09-Sep-24,
1310,1092,1477,794,09-Sep-24,
1311,1092,1496,764,09-Sep-24,
1318,1093,1612,954,09-Sep-24,
1319,1094,2308,225,09-Sep-24,
1320,1096,3523,4266,09-Sep-24,
1321,1097,69,433,09-Sep-24,
1322,1097,84,444,09-Sep-24,
1323,1097,3526,4269,09-Sep-24,
1324,1098,1483,791,09-Sep-24,
1325,1099,42,639,09-Sep-24,
1326,1103,2227,186,09-Sep-24,
1313,1104,999,1096,09-Sep-24,
1312,1109,3524,4267,09-Sep-24,
1328,1110,626,419,09-Sep-24,
1329,1112,3525,4268,09-Sep-24,
1330,1117,3527,4270,09-Sep-24,
1331,1119,3528,4272,09-Sep-24,
1332,1121,3528,4272,09-Sep-24,
1338,1122,1344,845,09-Sep-24,
1337,1123,72,1351,09-Sep-24,
1333,1125,902,2723,09-Sep-24,
2486,1125,917,,22-Jan-25,
1334,1125,3529,4274,09-Sep-24,
1339,1126,1713,956,09-Sep-24,
1340,1127,226,2135,09-Sep-24,
1341,1129,3530,4275,09-Sep-24,
1342,1131,3531,4276,09-Sep-24,
1343,1133,3533,4277,09-Sep-24,
1383,1136,3532,4294,11-Sep-24,
1384,1137,3045,651,11-Sep-24,
1385,1138,577,991,11-Sep-24,
1387,1138,578,1000,11-Sep-24,
1386,1139,3534,4278,11-Sep-24,
1346,1141,3219,2170,09-Sep-24,
1347,1144,3535,4279,09-Sep-24,
1349,1145,2322,692,10-Sep-24,
1350,1145,2323,655,10-Sep-24,
1351,1145,2324,656,10-Sep-24,
1352,1145,2325,691,10-Sep-24,
1353,1145,2326,689,10-Sep-24,
1354,1145,2327,690,10-Sep-24,
1430,1146,609,4187,11-Sep-24,
1483,1147,20,2505,11-Sep-24,
1376,1148,1487,788,11-Sep-24,
1484,1149,19,2044,11-Sep-24,
1388,1152,3537,4280,11-Sep-24,
1403,1153,603,996,11-Sep-24,
1428,1154,963,1118,11-Sep-24,
1390,1155,997,1071,11-Sep-24,
1389,1156,611,294,11-Sep-24,
1392,1156,730,296,11-Sep-24,
1393,1156,731,300,11-Sep-24,
1391,1156,3547,4295,11-Sep-24,
1394,1156,3548,4296,11-Sep-24,
1396,1157,1306,2496,11-Sep-24,
2487,1158,116,,22-Jan-25,
1488,1158,176,653,11-Sep-24,
1491,1158,898,1577,11-Sep-24,
1492,1158,899,1560,11-Sep-24,
1487,1158,2242,205,11-Sep-24,
1397,1158,2245,184,11-Sep-24,
1486,1158,2246,193,11-Sep-24,
1490,1158,3235,86,11-Sep-24,
1489,1158,3553,4299,11-Sep-24,
1400,1159,3538,4281,11-Sep-24,
1401,1160,1800,4228,11-Sep-24,
1402,1160,1801,4242,11-Sep-24,
1404,1161,552,1018,11-Sep-24,
1485,1162,22,622,11-Sep-24,
1395,1163,2898,2030,11-Sep-24,
1493,1164,1806,4252,11-Sep-24,
1494,1165,300,451,11-Sep-24,
1405,1166,2835,2234,11-Sep-24,
1407,1167,2909,3231,11-Sep-24,
1408,1168,3222,1355,11-Sep-24,
1406,1169,288,469,11-Sep-24,
1409,1170,1802,904,11-Sep-24,
1410,1170,1803,828,11-Sep-24,
1412,1171,60,342,11-Sep-24,
1413,1172,962,1060,11-Sep-24,
1414,1173,961,1056,11-Sep-24,
1498,1174,678,298,11-Sep-24,
1499,1174,679,372,11-Sep-24,
1495,1175,2960,2191,11-Sep-24,
1496,1175,2961,2181,11-Sep-24,
1497,1175,2962,2192,11-Sep-24,
1526,1177,664,312,11-Sep-24,
1525,1177,704,378,11-Sep-24,
1523,1177,3541,4282,11-Sep-24,
1524,1177,3551,4300,11-Sep-24,
1423,1178,2757,2273,11-Sep-24,
1355,1180,3536,4283,10-Sep-24,
1422,1181,1897,613,11-Sep-24,
1424,1181,1898,2870,11-Sep-24,
1421,1183,3542,4284,11-Sep-24,
1513,1184,546,1086,11-Sep-24,
1420,1186,265,1349,11-Sep-24,
1419,1188,3540,4285,11-Sep-24,
1418,1189,3005,2145,11-Sep-24,
1417,1190,1476,770,11-Sep-24,
2488,1190,1477,,22-Jan-25,
1416,1191,985,1020,11-Sep-24,
1415,1192,2222,217,11-Sep-24,
1515,1193,2329,674,11-Sep-24,
1516,1193,2330,675,11-Sep-24,
1517,1193,2331,712,11-Sep-24,
2489,1194,381,,22-Jan-25,
1534,1194,3552,4302,11-Sep-24,
1427,1195,1766,2014,11-Sep-24,
1377,1196,1487,788,11-Sep-24,
2490,1197,3014,,22-Jan-25,
1527,1197,3569,2182,11-Sep-24,
1528,1198,2126,2015,11-Sep-24,
1531,1199,158,448,11-Sep-24,
1532,1199,3554,4301,11-Sep-24,
1520,1200,1022,1030,11-Sep-24,
1521,1200,1023,1034,11-Sep-24,
1522,1200,1024,2948,11-Sep-24,
1514,1200,2229,219,11-Sep-24,
1518,1200,2230,179,11-Sep-24,
1519,1200,2243,212,11-Sep-24,
2491,1201,2132,,22-Jan-25,
1529,1201,2133,2473,11-Sep-24,
1530,1201,2134,2474,11-Sep-24,
1434,1202,1248,2729,11-Sep-24,
1433,1202,1553,920,11-Sep-24,
1447,1206,3539,4286,11-Sep-24,
1448,1207,3159,36,11-Sep-24,
1449,1208,2023,2104,11-Sep-24,
1435,1209,871,1003,11-Sep-24,
1446,1211,3156,2508,11-Sep-24,
1445,1212,2314,233,11-Sep-24,
1444,1216,3131,2880,11-Sep-24,
1443,1218,3130,24,11-Sep-24,
1442,1220,80,1133,11-Sep-24,
1440,1222,3229,53,11-Sep-24,
1438,1224,1001,1024,11-Sep-24,
1439,1224,1002,1023,11-Sep-24,
1436,1226,2002,232,11-Sep-24,
1437,1226,2003,2934,11-Sep-24,
1450,1228,3132,18,11-Sep-24,
1451,1228,3139,23,11-Sep-24,
1432,1229,2226,213,11-Sep-24,
1454,1230,2216,2501,11-Sep-24,
1455,1232,378,538,11-Sep-24,
2872,1232,4345,,07-Feb-25,
2873,1232,4346,,07-Feb-25,
1456,1234,725,403,11-Sep-24,
1452,1235,741,368,11-Sep-24,
1453,1235,749,417,11-Sep-24,
2912,1235,4529,,18-Jul-25,
1473,1236,3228,3044,11-Sep-24,
2493,1236,3258,,22-Jan-25,
1471,1238,631,325,11-Sep-24,
1472,1238,633,359,11-Sep-24,
2494,1238,3652,,22-Jan-25,
1457,1240,3543,4287,11-Sep-24,
1470,1242,400,508,11-Sep-24,
1458,1244,1928,1131,11-Sep-24,
1459,1246,77,348,11-Sep-24,
1460,1247,3226,1336,11-Sep-24,
1477,1249,2617,1168,11-Sep-24,
