CutterID,CutterNo,CustomerID,MoldDesignID,CutterDesignCode,MoldShared,ItemTypeID,RackLayerID,CutterName,CutterNote,CutterDetail,SatoCode,SatoCodeDate,Description,UsageStatus,BladeCount,CutterPresence,OverallDimensions,Pitch,PlasticCutType,PostCutLength,PostCutWidth,CutlineLength,CutlineWidth,CutterLength,CutterWidth,CutterHeight,CutterThickness,CutterCorner,CutterChamfer,CutterType,CutterManufactureDate,CutterDim,PPcushionUse,IDTenKH,IDMaKhuonThietKe,GhiChuSXdao,CutterEntry,CreatCutterByMoldNumber,QrLink,Processed,ReportLink
641,423,304,988,KMR001,,4,1001,KMR-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KMR,KMR-001,,,001,,,
642,424,202,1291,KWE002,"003, KWE002, KWE003",4,442,KWE-002,,306x190,,,,,,TRUE,306x190,,,,,306,190,,,,,,,別抜き,,306x190--,,KWE,KWE-002,,,002,,,
644,426,102,3128,TNX024,TNX024,4,441,TNX-024,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TNX,TNX-024,,,024,,,
645,427,12,1523,MZT110,,4,1001,MZT-110,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-110,,,110,,,
646,429,9,1437,MTM161,,4,1001,MTM-161,,X2,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTM,MTM-161,,,161,,,
647,931,170,588,IDM001,,4,1001,IDM-001,,インラインカッター,,,,,,TRUE,433x280,,,,,433,280,,,,,,,In-Line,,433x280--,,IDM,IDM-001,,,001,,,
648,430,81,2256,SSM046,,4,1001,SSM-046,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SSM,SSM-046,,,046,,,
649,431,12,1540,MZT135,,4,1001,MZT-135,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-135,,,135,,,
650,432,177,783,JAE259,JAE259,4,441,JAE-259,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,JAE,JAE-259,,,259,,,
651,433,93,2735,TE40902,TE40902,4,441,TE-4-090-2,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-4-090-2,,,4-090-2,,,
652,434,141,381,DIC137,DIC137,4,442,DIC-137,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,DIC,DIC-137,,,137,,,
653,435,9,1420,MTM026,,4,1001,MTM-026,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTM,MTM-026,,,026,,,
656,438,177,791,JAE267,JAE267,4,441,JAE-267,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,JAE,JAE-267,,,267,,,
657,439,140,273,DHA002,DHA002,4,441,DHA-002,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,DHA,DHA-002,,,002,,,
659,MMT002 842?,218,1363,MMT002,ADY-108,4,1001,MMT-002,MMT-002 => ADY-108 1Fシャッター,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MMT,MMT-002,,,002,,,
660,TE51570,93,2807,TE51570,"TE51570, TE31614, TE31615, TE31616, TE31617, TE41610, TE41611, TE41612, TE41613",4,1001,TE-5-157-0,,585.7x268.2,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-5-157-0,,,5-157-0,,,
661,TE11604,93,2511,TE11604,"0-161-1,2,3 4-161-8, 9-161-1, 9-160-7,8,9",4,1001,TE-1-160-4,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-1-160-4,,,1-160-4,,,
662,TE31618,93,2722,TE31618,,4,1001,TE-3-161-8,高い（高さが違う）,585.7x268.2高さ60 そこなし ???,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-3-161-8,,,3-161-8,,,
663,631,177,628,JAE026,112,4,1001,JAE-026,,270x270,,,,,,TRUE,270x270,,,,,270,270,,,,,,,別抜き,,270x270--,,JAE,JAE-026,,,026,,,
664,JAE212,177,741,JAE212,070,4,1001,JAE-212,,高刃カッター,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,JAE,JAE-212,,,212,,,
667,TE01616,93,2436,TE01616,"3-160-4, TOW-001",4,1001,TE-0-161-6,1Fプレス奥にあるカッター,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-0-161-6,,,0-161-6,,,
668,KDS104台,248,923,KDS104,,4,1001,KDS-104,1Fプレス奥にあるカッター,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KDS,KDS-104,,,104台,,,
669,NFC001,16,1578,NFC001,,4,1001,NFC-001,1Fプレス奥にあるカッター,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NFC,NFC-001,,,001,,,
670,SJI019,63,2015,SJI019,,4,1001,SJI-019,1Fプレス奥にあるカッター,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SJI,SJI-019,,,019,,,
671,SJI020,63,2016,SJI020,,4,1001,SJI-020,1Fプレス奥にあるカッター,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SJI,SJI-020,,,020,,,
672,DIN010,143,419,DIN010,,4,1001,DIN-010,1Fプレス奥にあるカッター,他社,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,DIN,DIN-010,,,010,,,
673,YKW002,236,3285,YKW002,,4,1001,YKW-002,"1Fプレス奥にあるカッター, 箱に入っていない",1面　トレー３面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YKW,YKW-002,,,002,,,
674,TE31618,93,2722,TE31618,"TE31618, JAE211, TE31614, TE31615,, TE41610, TE41611",4,1001,TE-3-161-8,1Fプレス奥にあるカッター,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-3-161-8,,,3-161-8,,,
675,OSI002,41,1840,OSI002,,4,1001,OSI-002,1Fプレス奥にあるカッター,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,OSI,OSI-002,,,002,,,
676,YKW005,236,3288,YKW005,,4,1001,YKW-005,1Fプレス奥にあるカッター,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YKW,YKW-005,,,005,,,
677,TNX023,102,3127,TNX023,TNX023,4,441,TNX-023,1Fプレス奥にあるカッター,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TNX,TNX-023,,,023,,,
678,TE20599,93,2554,TE20599,TE20599,4,440,TE-2-059-9,1Fプレス奥にあるカッター,3面,,,,,3,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-2-059-9,,,2-059-9,,,
679,TE10559,93,2471,TE10559,,4,1001,TE-1-055-9,1Fプレス奥にあるカッター,4面　スロットケース,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-1-055-9,,,1-055-9,,,
680,TDS001,92,2354,TDS001,,4,1001,TDS-001,1Fプレス奥にあるカッター,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TDS,TDS-001,,,001,,,
682,TE50520 フィルム,93,2777,TE50520フィルム,,4,1001,TE-5-052-0フィルム,高橋さん関係カッター,フィルム,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-5-052-0フィルム,,,5-052-0,,,
683,TE50520 トレー抜き,93,2776,TE50520,,4,1001,TE-5-052-0,高橋さん関係カッター,トレー抜き型,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-5-052-0,,,5-052-0,,,
684,TE20591,93,2552,TE20591,,4,1001,TE-2-059-1,高橋さん関係カッター  AMP プレス3号棟にある,スロットケース　T.B,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-2-059-1,,,2-059-1,,,
685,TE20592,93,2553,TE20592,,4,1001,TE-2-059-2,高橋さん関係カッター AMP高橋さん プレス3号棟にある,スロットケース　T.B,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-2-059-2,,,2-059-2,,,
686,MZT078,12,1498,MZT078,079,4,1001,MZT-078,1Fプレス,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-078,,,078,,,
687,MZT080,12,1500,MZT080,,4,1001,MZT-080,1Fプレス,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-080,,,080,,,
688,MZT081,12,1501,MZT081,,4,1001,MZT-081,1Fプレス,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-081,,,081,,,
689,MZT091,12,1509,MZT091,,4,1001,MZT-091,1Fプレス,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-091,,,091,,,
690,MZT079,12,1499,MZT079,,4,1001,MZT-079?,1Fプレス,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-079?,,,079?,,,
692,MZT,12,1473,MZT,MZT 2面？,4,902,MZT,MZT2面？,,,,,,2,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT,,,,,,
693,MZT102,12,1515,MZT102,,4,1001,MZT-102,2F,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-102,,,102,,,
694,MZT103,12,1516,MZT103,MZT103,4,440,MZT-103,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-103,,,103,,,
695,DIM010,142,407,DIM010,DIM010xx,4,913,DIM-010,たてまっすぐ、使用禁止 H19.1.24,横まっすぐカッタNG使用禁止,,,,使用禁止,,TRUE,,,,,,,,,,,,,,別抜き,,,,DIM,DIM-010,,,010,,,
697,YKW004,236,3287,YKW004,,4,1001,YKW-004,箱に入っていない,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YKW,YKW-004,,,004,,,
698,MTM129,9,1433,MTM129,,4,1001,MTM-129,箱に入っていない,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTM,MTM-129,,,129,,,
699,MTM130,9,1434,MTM130,,4,1001,MTM-130,箱に入っていない,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTM,MTM-130,,,130,,,
700,TE30527,93,2680,TE30527,,4,1001,TE-3-052-7,箱に入っていない,大,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-3-052-7,,,3-052-7,,,
701,FHBB,,1861,Other,,4,1001,Other,箱に入っていない,小,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,,Other,,,,,,
703,CMEN,152,488,EXD018,TNX-001,4,1001,EXD-018,,刃C面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,EXD,EXD-018,,,018,,,
704,689,93,2439,TE01619,"1-161-0, 3-161-1",4,1001,TE-0-161-9,インラインカッター,,,,,,,TRUE,,,,,,,,,,,,,,In-Line,,,,TE,TE-0-161-9,,,0-161-9,,,
705,KDS無地箱,248,936,KDS118,,4,1001,KDS-118,無地箱で梱包,485x315,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KDS,KDS-118,,,118,,,
706,No412,248,890,KDS053,112,4,1001,KDS-053,無地箱で梱包,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KDS,KDS-053,,,053,,,
707,No438,248,893,KDS057,"106,107,110,111,113",4,1001,KDS-057,無地箱で梱包 新しいカッターある,485x300,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KDS,KDS-057,,,057,,,
708,No739,248,933,KDS114,105,4,1001,KDS-114,無地箱で梱包,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KDS,KDS-114,,,114,,,
709,SES005,285,1961,SES005,SES005,4,904,SES-005,外面刃号,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SES,SES-005,,,005,,,
710,TES001,258,2966,TES001,,4,1001,TES-001,外面刃号,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TES,TES-001,,,001,,,
711,TES002,258,2967,TES002,,4,1001,TES-002,外面刃号,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TES,TES-002,,,002,,,
712,TE50520,93,2776,TE50520,,4,1001,TE-5-052-0,外面刃号 AMP高橋さん プレス3号棟にある,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-5-052-0,,,5-052-0,,,
713,STF001,83,2284,STF001,"002,003,004",4,1001,STF-001,外面刃号,台湾機,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,STF,STF-001,,,001,,,
714,SLK113,70,2082,SLK113,,4,1001,SLK-113,外面刃号,台湾機,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SLK,SLK-113,,,113,,,
715,AMP.PP,117,135,AMP,,4,1001,AMP,外面刃号,台湾機,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,AMP,AMP,,,PP,,,
716,AMP,117,135,AMP,AMP,4,920,AMP,"外面刃号, 大　PP　台湾機?",台湾機,,,,,,TRUE,,,,,,605,292.5,,,,,,,別抜き,,605x292.5--,,AMP,AMP,,,大　PP,,,
721,43,108,3412,YSDZ0501,"ADV-023, YSDZ0501, ADV023",4,442,YSD-Z-050-1,,PP用,,,,,,TRUE,,,PP,,,,,,,,,,,別抜き,,,,YSD,YSD-Z-050-1,,,Z-050-1PP,,,
724,36,337,190,ATK053,,4,1001,ATK-053,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ATK,ATK-053,,,053,,,
727,110,93,2537,TE15547721,DUST COVER,4,1001,TE-1554772-1,,ダストカバ－,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-1554772-1,,,1554772-1,,,
728,109,108,3412,YSDZ0501,YSDZ0501,4,442,YSD-Z-050-1,,PS用,,,,,,TRUE,,,PS,,,,,,,,,,,別抜き,,,,YSD,YSD-Z-050-1,,,Z-050-1 PS,,,
729,104,,1861,Other,,4,1001,Other,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,,Other,,,シャープ,,,
733,102,295,228,BMI001,,4,911,BMI-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,BMI,BMI-001,,,001,,,
734,157,141,333,DIC083,,4,1001,DIC-083,,3面,,,,,3,TRUE,,,,,,,,,,,,,,別抜き,,,,DIC,DIC-083,,,083,,,
735,162,12,1473,MZT,,4,1001,MZT,中２F移動,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT,,,?,,,
736,89,77,2168,SPJ031B,"SPJ031B, SPJ031T",4,911,SPJ-031B,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SPJ,SPJ-031B,,,031 T.B,,,
737,116,12,1476,MZT007,,4,1001,MZT-007,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-007,,,007,,,
740,62,93,2695,TE31277,"3-127-8, TE31277, TE31278",4,911,TE-3-127-7,別抜き棚,,,,,,,TRUE,,,,,,461,292.5,,,,,,2C,別抜き,,461x292.5--2C,,TE,TE-3-127-7,,,3-127-7,,,
741,123,12,1481,MZT013,,4,1001,MZT-013,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-013,,,013,,,
743,64,71,2094,SMK014,"MOK-003, MOK-001",4,1001,SMK-014,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SMK,SMK-014,,,014,,,
744,65,198,1077,KSE007,"KSE-016, KSE007, KSE016",4,442,KSE-007,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSE,KSE-007,,,007,,,
745,66,99,3095,TKS019,TKS019,4,901,TKS-019,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TKS,TKS-019,,,019,,,
746,68,42,1855,OTAX017,OTAX017,4,911,OTAX-017,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,OTAX,OTAX-017,,,017,,,
747,69,32,1756,ODS031,ODS031,4,911,ODS-031,,,,,,,2,TRUE,,,,,,,,,,,,,,別抜き,,,,ODS,ODS-031,,,031,,,
748,129,135,242,CK004,CK004,4,442,CK-004,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,CK,CK-004,,,004,,,
749,70,77,2165,SPJ018,SPJ018,4,911,SPJ-018,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SPJ,SPJ-018,,,018,,,
750,131,12,1483,MZT015,,4,1001,MZT-015,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-015,,,015,,,
751,71,285,1959,SES003,SES003,4,911,SES-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SES,SES-003,,,003,,,
752,132,12,1484,MZT016,,4,1001,MZT-016,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-016,,,016,,,
753,72,32,1757,ODS032,ODS032,4,911,ODS-032,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ODS,ODS-032,,,032,,,
754,73,71,2107,SMK108,,4,1001,SMK-108,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SMK,SMK-108,,,108,,,
755,74,5,1401,MS033,MS033,4,911,MS-033,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MS,MS-033,,,033,,,
756,76,93,2792,TE51246,TE51246,4,911,TE-5-124-6,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-5-124-6,,,5-124-6,,,
757,77,93,2831,TE61429 A,TE61429A,4,911,TE-6-142-9 A,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-6-142-9 A,,,6-142-9A,,,
758,78,93,2832,TE61429 B,TE61429B,4,911,TE-6-142-9 B,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-6-142-9 B,,,6-142-9B,,,
759,79,93,2881,TE71429,TE71429,4,911,TE-7-142-9,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-7-142-9,,,7-142-9,,,
760,80,32,1761,ODS037,ODS037,4,912,ODS-037,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ODS,ODS-037,,,037,,,
761,81,134,239,CIPS002,CIPS002,4,911,CIPS-002,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,CIPS,CIPS-002,,,002,,,
762,82,199,1129,KSP037AB,"038AB, KSP037AB, KSP038AB",4,911,KSP-037AB,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-037AB,,,037AB,,,
763,83,275,2987,THK002,"003, THK002, THK003",4,911,THK-002,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,THK,THK-002,,,002,,,
764,84,134,237,CIPS,CIPS,4,911,CIPS,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,CIPS,CIPS,,,,,,
765,85,117,135,AMP,AMP,4,911,AMP,,9面,,,,,9,TRUE,,,,,,,,,,,,,,別抜き,,,,AMP,AMP,,,,,,
767,87,198,1078,KSE009,,4,1001,KSE-009,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSE,KSE-009,,,009,,,
768,35,,526,Other,FUJIKURA,4,903,FUJIKURA,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,,Other,,,FUJIKURA,,,
769,36,93,2588,TE21458,"V タイプ, TE21458",4,903,TE-2-145-8,V,C10-R10 335x230,,,,,,TRUE,335x230,,,,,335,230,,,,,10,10,別抜き,,335x230-10-10,,TE,TE-2-145-8,,,2-145-8,,,
770,37,93,2523,TE12793341,TE12793341,4,903,TE-1279334-1,,24面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-1279334-1,,,1279334-1,,,
771,38,117,140,AMP013,AMP013,4,903,AMP-013,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,AMP,AMP-013,,,013,,,
772,39,117,142,AMP014,"017, AMP014, AMP017",4,902,AMP-014,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,AMP,AMP-014,,,014,,,
773,40,110,32,ADV015,ADV015,4,902,ADV-015,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ADV,ADV-015,,,015,,,
774,41,,4291,Other,レザーシート小56Φｘ33Φ,4,902,レザーシート小56Φｘ33Φ,,12面,,,,,12,TRUE,,,,,,,,,,,,,,別抜き,,,,,Other,,,レーザーシート小,,,
775,42,,3511,Other,テルモ,4,902,テルモ,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,,Other,,,テルモ,,,
777,44,22,1628,NIT006,NIT006,4,902,NIT-006,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NIT,NIT-006,,,006,,,
778,45,25,1674,NPC011,NPC011,4,902,NPC-011,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NPC,NPC-011,,,011,,,
779,47,42,3760,OTAX015,OTAX011,4,902,OTAX011,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,OTAX,OTAX-015,,,015,,,
780,48,199,1120,KSP027,"030, THK-001, KSP027, THK001, KSP030",4,902,KSP-027,,,,,,,,TRUE,,,,,,335,225,,,,,,,別抜き,,335x225--,,KSP,KSP-027,,,027,,,
781,49,93,2879,TE71415,"7-141-6, TE71415, TE71416",4,902,TE-7-141-5,2ケ入,2ケ入,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-7-141-5,,,7-141-5,,,
782,50,110,34,ADV019,ADV019,4,911,ADV-019,,3面,,,,,3,TRUE,,,,,,,,,,,,,,別抜き,,,,ADV,ADV-019,,,019,,,
783,51,198,1072,KSE,KSE,4,902,KSE,フタ,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSE,KSE,,,フタ,,,
784,52,231,3272,YES001,YES001,4,901,YES-001,,4面,,,,,4,TRUE,,,,,,,,,,,,,,別抜き,,,,YES,YES-001,,,001,,,
785,53,110,4126,ADV002,"024, ADV002?, ADV024, adv021",4,901,adv021,ADV002? ADV021?,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ADV,ADV-002,,,002,,,
786,54,25,1675,NPC013,NPC013,4,901,NPC-013,,2面,,,,,2,TRUE,,,,,,,,,,,,,,別抜き,,,,NPC,NPC-013,,,013,,,
787,55,102,3111,TNX002,,4,1001,TNX-002,カッターなし,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TNX,TNX-002,,,002,,,
788,56,18,1585,NGS001,,4,901,NGS-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NGS,NGS-001,,,001,,,
789,57,100,3104,TMC018,TMC018,4,901,TMC-018,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TMC,TMC-018,,,018,,,
790,58,26,1700,NRK030,031,4,1001,NRK-030,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NRK,NRK-030,,,030,,,
791,59,32,1750,ODS025,,4,1001,ODS-025,,2面,,,,,2,TRUE,,,,,,,,,,,,,,別抜き,,,,ODS,ODS-025,,,025,,,
792,60,57,1949,SDK,,4,1001,SDK,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SDK,SDK,,,,,,
793,67,42,1854,OTAX016,OTAX016,4,911,OTAX-016,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,OTAX,OTAX-016,,,016,,,
794,36,111,49,ADY054,,4,1001,ADY-054,新しいカッター有　No236,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ADY,ADY-054,,,054,,,
795,17,77,2163,SPJ014,,4,1001,SPJ-014,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SPJ,SPJ-014,,,014,,,
796,408,93,2646,TE2432522,"TE2432522, TE2432521",4,443,TE-243252-2,,,,,,,,TRUE,,,,,,335,230,,,,,,,別抜き,,335x230--,,TE,TE-243252-2,,,243252-2,,,
797,901,95,3015,TIH011,TIH011,4,451,TIH-011,予備,406x290予備,,,,,,TRUE,,,,,,406,290,,,,,,,In-Line,,406x290--,,TIH,TIH-011,,,011,,,
798,134,196,1037,KRE009,"KRE008, KRE009, KRE012, KRE014, KRE019, KRE020",4,451,KRE-009,,,,,,,,TRUE,,,,,,,,,,,,,,In-Line,,,,KRE,KRE-009,,,009,,,
799,509,92,2356,TDS003,TDS003,4,451,TDS-003,,490x240,,,,,,TRUE,,,,,,490,240,,,,,,,In-Line,,490x240--,,TDS,TDS-003,,,003,,,
801,852,12,1491,MZT060,"MZT060, MZT063",4,451,MZT-060,水谷,297x190,,,,,,TRUE,,,,,,297,190,,,,,,,In-Line,,297x190--,,MZT,MZT-060,,,060,,,
807,376,90,2321,TBG002,TBG002,4,451,TBG-002,,390x280,,,,,,TRUE,,,,,,30,280,,,,,,,In-Line,,30x280--,,TBG,TBG-002,,,002,,,
811,9,93,2683,TE30591,"TE30591, TE30656, TE60720",4,451,TE-3-059-1,自動機,,,,,,,TRUE,,,,,,,,,,,,,,In-Line,,,,TE,TE-3-059-1,,,3-059-1,,,
814,19,71,2093,SMK010,"SMK010, SMK015, TKS001, TKS002",4,451,SMK-010,,,,,,,,TRUE,,,,,,,,,,,,,,In-Line,,,,SMK,SMK-010,,,010,,,
815,112,157,529,GMY001,"GMY001, MRY003",4,451,GMY-001,,435x250,,,,,,TRUE,,,PS,,,435,250,,,,,,,In-Line,,435x250--,,GMY,GMY-001,,,001,,,
816,153,243,2972,TH014,"TH014, JR, JAE134, YPC006, SKS005, MRY008",4,451,TH-014,,493x340,,,,,,TRUE,,,,,,493,340,,,,,,C,In-Line,,493x340--C,PP板,TH,TH-014,,,014,,,
817,405,248,889,KDS052,"KDS052, KDS063",4,451,KDS-052,,485x310,,,,,,TRUE,,,,,,485,310,,,,,,,In-Line,,485x310--,,KDS,KDS-052,,,052,,,
818,27,179,865,JR0,"KR001, TH013, SK008, K26, KGD-002, AP-30, JR0, KGD002, AP30",4,451,JR-0,,493x340,,,,,,TRUE,,,,,,493,340,,,,,,,In-Line,,493x340--,,JR,JR-0,,,0,,,
819,72,93,2730,TE40723,"4-072-4, 2-077-8旧セガ用, TE40723, TE40724, TE20778旧セガ用",4,451,TE-4-072-3,,,,,,,,TRUE,,,,,,,,,,,,,,In-Line,,,,TE,TE-4-072-3,,,4-072-3,,,
820,74-29,177,682,JAE134,"JAE134, JAE249AB, JAE296, JAE304, JAE323R2, JAE303",4,451,JAE-134,2面,330x230,,,,,2,TRUE,,,,,,330,230,,,,,,,In-Line,,330x230--,,JAE,JAE-134,,,134,,,
821,881,81,2235,SSM025,"029,042,031,052,053, SSM025, SSM029, SSM042, SSM031, SSM052, SSM053, SSM038, KOS020",4,451,SSM-025,"PET, C面２、2面取",297x210,,,,,2,TRUE,,,PET,,,297,210,,,,,,2C,In-Line,,297x210--2C,,SSM,SSM-025,,,025,,,
822,359,96,3050,TKD001,"TKD001, TKD006",4,451,TKD-001,,300x280,,,,,,TRUE,,,,,,300,280,,,,,,,In-Line,,300x280--,,TKD,TKD-001,,,001,,,
823,148,93,2483,TE11104,TE11104,4,452,TE-1-110-4,4面取り,4面取り,,,,,4,TRUE,,,,,,,,,,,,,,In-Line,,,,TE,TE-1-110-4,,,1-110-4,,,
824,137,338,2158,SP016,SP016,4,452,SP-016,,496x,,,,,,TRUE,,,,,,496,,,,,,,,In-Line,,,,SP,SP-016,,,016,,,
825,729,81,2240,SSM030,SSM030,4,452,SSM-030,C面有,302x215,,,,,,TRUE,,,,,,302,25,,,,,,C,In-Line,,302x25--C,,SSM,SSM-030,,,030,,,
826,127,71,2101,SMK050,"SMK036, SMK050",4,452,SMK-050,,367x245,,,,,,TRUE,,,,,,367,245,,,,,,,In-Line,,367x245--,,SMK,SMK-050,,,050,,,
827,128,71,2099,SMK039,"SMK039, SMK040",4,452,SMK-039,,248x182,,,,,,TRUE,,,,,,248,182,,,,,,,In-Line,,248x182--,,SMK,SMK-039,,,039,,,
