CutterID,CutterNo,CustomerID,MoldDesignID,CutterDesignCode,MoldShared,ItemTypeID,RackLayerID,CutterName,CutterNote,CutterDetail,SatoCode,SatoCodeDate,Description,UsageStatus,BladeCount,CutterPresence,OverallDimensions,Pitch,PlasticCutType,PostCutLength,PostCutWidth,CutlineLength,CutlineWidth,CutterLength,CutterWidth,CutterHeight,CutterThickness,CutterCorner,CutterChamfer,CutterType,CutterManufactureDate,CutterDim,PPcushionUse,IDTenKH,IDMaKhuonThietKe,GhiChuSXdao,CutterEntry,CreatCutterByMoldNumber,QrLink,Processed,ReportLink
175,340,230,3233,YCM038B,,4,421,YCM-038B,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YCM,YCM-038B,,,038B,,,
176,359,271,1683,NPR002,,4,421,NPR-002,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NPR,NPR-002,,,002,,,
177,317,80,2212,SSK005,,4,421,SSK-005,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SSK,SSK-005,,,005,,,
179,707,177,660,JAE090,,4,421,JAE-090,1面で1Fプレス,インラインカッター,,,,,1,TRUE,,,,,,,,,,,,,,別抜き+In-Line,,,,JAE,JAE-090,,,090,,,
180,358,11,1470,MYS003,004,4,421,MYS-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MYS,MYS-003,,,003,,,
181,883,197,1071,KSC003,,4,421,KSC-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSC,KSC-003,,,003,,,
185,353,289,1788,OIK001,,4,421,OIK-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,OIK,OIK-001,,,001,,,
186,338,333,1795,OMR001,,4,421,OMR-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,OMR,OMR-001,,,001,,,
187,329,284,3490,YZW001,,4,421,YZW-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YZW,YZW-001,,,001,,,
188,334,280,1914,QAS003,,4,421,QAS-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,QAS,QAS-003,,,003,,,
189,321,99,3096,TKS021,,4,421,TKS-021,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TKS,TKS-021,,,021,D:\Data\Cutters\QRcode\189_TKS-021_ _ .png,,
190,366,239,3319,YOK003,LPS-022,4,421,YOK-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YOK,YOK-003,,,003(消した？),,,
191,385,281,2026,SJK010,,4,421,SJK-010,2コ,"255x165, 255x177",,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SJK,SJK-010,,,010,,,
192,31,311,873,KBT001,,4,421,KBT-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KBT,KBT-001,,,001,,,
193,JAE051,177,643,JAE051,059,4,421,JAE-051,,穴あけ,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,JAE,JAE-051,,,051,,,
194,333,102,3118,TNX013,,4,421,TNX-013,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TNX,TNX-013,,,013,,,
195,331,141,298,DIC036,,4,421,DIC-036,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,DIC,DIC-036,,,036,,,
196,364,231,3274,YES003,YES003,4,421,YES003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YES,YES-003,,,003,,,
197,345,71,2128,SMK185,,4,421,SMK-185,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SMK,SMK-185,,,185,,,
198,381,241,3464,YSM042,,4,421,YSM-042,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YSM,YSM-042,,,042,,,
199,422,199,1249,KSP179,,4,421,KSP-179,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-179,,,179,,,
200,335,38,1811,OOT020,,4,421,OOT-020,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,OOT,OOT-020,,,020,,,
201,357,38,1816,OOT025,,4,421,OOT-025,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,OOT,OOT-025,,,025,,,
202,390,291,978,KIK005T,,4,422,KIK-005T,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KIK,KIK-005T,,,005T,,,
203,391,291,977,KIK005B,,4,422,KIK-005B,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KIK,KIK-005B,,,005B,,,
204,354,177,681,JAE132,,4,422,JAE-132,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,JAE,JAE-132,,,132,,,
205,389,177,725,JAE193,128,4,422,JAE-193,,C面なし,,,,,,TRUE,270x270,,,,,270,270,,,,,4R10,,別抜き,,270x270-4R10-,,JAE,JAE-193,,,193,,,
206,416,139,271,DDB004,003,4,422,DDB-004,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,DDB,DDB-004,,,004,,,
207,415,139,268,DDB001,002,4,422,DDB-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,DDB,DDB-001,,,001,,,
208,425,230,3251,YCM059,,4,422,YCM-059,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YCM,YCM-059,,,059,,,
209,437,230,3256,YCM066,,4,422,YCM-066,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YCM,YCM-066,,,066,,,
210,310,80,2209,SSK002,003,4,422,SSK-002,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SSK,SSK-002,,,002,,,
211,436,199,1266,KSP196,"197, 194, 195",4,422,KSP-196,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-196,,,196,,,
212,378,199,1224,KSP152,"153, 157",4,422,KSP-152,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-152,,,152,,,
213,258,199,1186,KSP105,"162, 167, 203, (116, 136, 137), KSP-142",4,422,KSP-105,,300x200,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-105,,,105,,,
214,394,248,924,KDS105,114,4,422,KDS-105,,45x320x460,,,,,,TRUE,460x320x40,,,,,460,320,,,,,,,別抜き,,460x320--,,KDS,KDS-105,,,105,,,
215,365,49,1920,RCH003,,4,422,RCH-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,RCH,RCH-003,,,003,,,
216,34,237,3304,YMS004,005,4,422,YMS-004,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YMS,YMS-004,,,004,,,
217,318,162,560,HKS006,,4,422,HKS-006,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,HKS,HKS-006,,,006,,,
218,366,206,1325,LPS022,,4,422,LPS-022,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,LPS,LPS-022,,,022,,,
219,872,49,1923,RCH006,007,4,422,RCH-006,,392x256,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,RCH,RCH-006,,,006,,,
220,MZT007,12,1476,MZT007,008,4,422,MZT-007,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-007,,,007,,,
221,228,71,2091,SMK,,4,411,SMK,,297x207,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SMK,SMK,,,,,,
222,227,210,1341,MDS004,,4,411,MDS-004,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MDS,MDS-004,,,004,,,
223,225,93,2909,TE81565,,4,411,TE-8-156-5,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-8-156-5,,,8-156-5,,,
224,224,150,439,ELS001,,4,411,ELS-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ELS,ELS-001,,,001,,,
225,223,9,1425,MTM060,,4,411,MTM-060,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTM,MTM-060,,,060,,,
226,222,241,3441,YSM019,"020, 024",4,411,YSM-019,,YSM-021共通,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YSM,YSM-019,,,019,,,
227,220,95,3011,TIH008,,4,411,TIH-008,,両面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TIH,TIH-008,,,008,,,
228,219,65,2053,SK048R,"TE-013, JAE-162 共通",4,411,SK-048R,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SK,SK-048R,,,048R,,,
229,218,110,41,ADV032,,4,411,ADV-032,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ADV,ADV-032,,,032,,,
230,217,117,154,AMP027,024共通,4,411,AMP-027,あてをかえる,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,AMP,AMP-027,,,027,,,
231,216,100,3106,TMC85Y?,,4,411,TMC-85Y?,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TMC,TMC-85Y?,,,85Y?,,,
232,215,58,1952,SDSJ001,,4,411,SDSJ-001,,10面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SDSJ,SDSJ-001,,,001,,,
234,214,198,1073,KSE（湾）,,4,411,KSE-（湾）,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSE,KSE-（湾）,,,(台湾）,,,
235,213,242,3482,YSR015,,4,411,YSR-015,,2面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YSR,YSR-015,,,015,,,
236,212,9,1424,MTM045,"044, 087",4,411,MTM-045,,,,,,,1,TRUE,,,,,,,,,,,,,,別抜き,,,,MTM,MTM-045,,,045,,,
237,211,198,1082,KSE016R,,4,411,KSE-016R,使用禁止,旧64号,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSE,KSE-016R,,,016R新,,,
238,210,95,3006,TIH003,,4,411,TIH-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TIH,TIH-003,,,003,,,
239,209,23,1632,NKI004,,4,411,NKI-004,,2面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NKI,NKI-004,,,004,,,
240,208,157,541,GMY086,,4,411,GMY-086,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,GMY,GMY-086,,,086,,,
241,207,225,3176,TYU001,,4,411,TYU-001,,5面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TYU,TYU-001,,,001,,,
242,206,12,1489,MZT056,057,4,411,MZT-056,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-056,,,056,,,
243,204,244,1861,Other,,4,411,Other,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,Other,Other,,,シャープ,,,
245,204,111,55,ADY063,,4,411,ADY-063,,1面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ADY,ADY-063,,,063,,,
246,203,199,1159,KSP076,,4,411,KSP-076,,両面黒,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-076,,,076,,,
247,203,199,1159,KSP076,,4,411,KSP-076,,1面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-076,,,076,,,
248,203,199,1159,KSP076,,4,411,KSP-076,,両面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-076,,,076,,,
249,201,9,1422,MTM035,,4,411,MTM-035,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTM,MTM-035,,,035,,,
250,200,206,1313,LPS004,,4,411,LPS-004,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,LPS,LPS-004,,,004,,,
251,229,83,2286,STF003,004,4,412,STF-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,STF,STF-003,,,003,,,
252,230,65,2052,SK048,,4,412,SK-048,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SK,SK-048,,,048,,,
253,231,46,1895,PNS002,,4,412,PNS-002,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,PNS,PNS-002,,,002,,,
254,232,83,2284,STF001,002,4,412,STF-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,STF,STF-001,,,001,,,
255,232,83,2284,STF001,002,4,412,STF-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,STF,STF-001,,,001,,,
256,234,177,612,JAE002,,4,412,JAE-002,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,JAE,JAE-002,,,002,,,
257,235,12,1493,MZT068,,4,412,MZT-068,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-068,,,068,,,
258,236,111,48,ADY053,"054, 8-161-5",4,412,ADY-053,,(C10-R8 355x230),,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ADY,ADY-053,,,053,,,
259,237,222,3169,TWD001,002,4,412,TWD-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TWD,TWD-001,,,001,,,
262,238,325,225,AXN001,,4,412,AXN-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,AXN,AXN-001,,,001,,,
263,239,95,3012,TIH009B,,4,412,TIH-009B,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TIH,TIH-009B,,,009 BT,,,
264,240,53,1942,SAI001,,4,412,SAI-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SAI,SAI-001,,,001,,,
265,242,7,1412,MTD002,,4,412,MTD-002,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTD,MTD-002,,,002 AB,,,
266,243,239,3317,YOK001,"002, 004",4,412,YOK-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YOK,YOK-001,,,001,,,
267,244,90,2322,TBG003,"004, 005",4,412,TBG-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TBG,TBG-003,,,003,,,
268,245,78,2179,SPK001,,4,412,SPK-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SPK,SPK-001,,,001,,,
269,247,230,3224,YCM028,,4,412,YCM-028,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YCM,YCM-028,,,028,,,
270,248,93,2551,TE20533T,,4,412,TE-2-053-3T,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-2-053-3T,,,2-053-3T,,,
271,249,93,2550,TE20533B,,4,412,TE-2-053-3B,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-2-053-3B,,,2-053-3B,,,
272,250,10,1463,MTR001,,4,412,MTR-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTR,MTR-001,,,001,,,
273,251,10,1465,MTR002,,4,412,MTR-002,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTR,MTR-002,,,002,,,
274,252,10,1466,MTR003,,4,412,MTR-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTR,MTR-003,,,003,,,
275,253,10,1467,MTR004,,4,412,MTR-004,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTR,MTR-004,,,004,,,
276,254,230,3223,YCM027,,4,412,YCM-027,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YCM,YCM-027,,,027,,,
278,255,327,607,IZW001,,4,412,IZW-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,IZW,IZW-001,,,001,,,
279,256,327,608,IZW002,,4,412,IZW-002,,B. CL,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,IZW,IZW-002,,,002,,,
280,257,264,3046,TJS002,,4,412,TJS-002,,1面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TJS,TJS-002,,,002,,,
281,374,63,2010,SJI014,,4,412,SJI-014,,1面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SJI,SJI-014,,,014,,,
282,260,328,507,FDE003,,4,412,FDE-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,FDE,FDE-003,,,003,,,
283,117,111,47,ADY051,,4,401,ADY-051,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ADY,ADY-051,,,051,,,
284,115,12,1478,MZT009,006,4,401,MZT-009,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-009,,,009,,,
285,114,199,1136,KSP045,"090, 099",4,401,KSP-045,,330x225,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-045,,,045,,,
286,113,7,1409,MTD001,,4,401,MTD-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MTD,MTD-001,,,001,,,
287,111,32,1762,ODS038,,4,401,ODS-038?,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ODS,ODS-038?,,,038 (033?),,,
288,108,37,1796,ONER001,,4,401,ONER-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ONER,ONER-001,,,001,,,
289,107,93,2528,TE12795085,,4,401,TE-1279508-5,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-1279508-5,,,1279508-5,,,
290,106,93,2527,TE12795084,,4,401,TE-1279508-4,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-1279508-4,,,1279508-4,,,
291,105,71,2111,SMK125,,4,401,SMK-125,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SMK,SMK-125,,,125,,,
292,63,102,3110,TNX001,,4,401,TNX-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TNX,TNX-001,,,001,,,
293,103,285,1960,SES004,,4,401,SES-004,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SES,SES-004,,,004,,,
294,101,77,2175,SPJ046,,4,401,SPJ-046,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SPJ,SPJ-046,,,046,,,
295,100,152,482,EXD008,,4,401,EXD-008,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,EXD,EXD-008,,,008,,,
296,99,98,3076,TKO,,4,401,TKO-,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TKO,TKO-,,,,,,
297,98,230,3213,YCM001,,4,401,YCM-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YCM,YCM-001,,,001,,,
298,97,5,1403,MS042,,4,401,MS-042,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MS,MS-042,,,042,,,
299,96,117,146,AMP018,,4,401,AMP-018,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,AMP,AMP-018,,,018,,,
300,95,15,1556,NEC,,4,401,NEC,,375x301,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NEC,NEC,,,,,,
301,94,152,481,EXD006,,4,401,EXD-006,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,EXD,EXD-006,,,006,,,
303,93,329,601,IRS001,,4,401,IRS-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,IRS,IRS-001,,,001,,,
304,92,12,1525,MZT112,,4,401,MZT-112,,新　266ｘ250,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-112,,,112,,,
305,91,93,2508,TE11457,,4,401,TE-1-145-7,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-1-145-7,,,1-145-7,,,
306,90,199,1131,KSP040,"041, 042, 043, 044",4,401,KSP-040,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-040,,,040,,,
307,88,330,3489,YZP004B,,4,401,YZP-004B,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YZP,YZP-004B,,,004B,,,
308,118,96,3052,TKD002,,4,402,TKD-002,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TKD,TKD-002,,,002,,,
309,119,57,1950,SDK001,,4,402,SDK-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SDK,SDK-001,,,001,,,
310,120,301,864,JPS002,001,4,402,JPS-002,,成型,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,JPS,JPS-002,,,002,,,
311,120,90,2320,TBG001,,4,402,TBG-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TBG,TBG-001,,,001,,,
312,121,12,1479,MZT010,,4,402,MZT-010,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-010,,,010,,,
313,124,12,1480,MZT012,002,4,402,MZT-012,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-012,,,012,,,
314,125,77,2172,SPJ034,,4,402,SPJ-034,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SPJ,SPJ-034,,,034,,,
315,126,199,1137,KSP046,THK-007,4,402,KSP-046,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-046,,,046,,,
317,127,77,2175,SPJ046,,4,402,SPJ-046,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SPJ,SPJ-046,,,046,,,
318,128,12,1482,MZT014,019,4,402,MZT-014,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-014,,,014,,,
319,130,93,2424,TE014,A タイプ,4,402,TE-014,,464x292.5,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-014,,,014,,,
320,133,152,488,EXD018,,4,402,EXD-018,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,EXD,EXD-018,,,018,,,
321,134,274,3109,TNG001,,4,402,TNG-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TNG,TNG-001,,,001,,,
322,135,15,1561,NEC007,,4,402,NEC-007,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NEC,NEC-007,,,007,,,
323,136,18,1589,NGS005B,,4,402,NGS-005B,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NGS,NGS-005B,,,005 BT,,,
324,137,242,3481,YSR014,,4,402,YSR-014,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YSR,YSR-014,,,014,,,
325,138,136,251,COT002,,4,402,COT-002,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,COT,COT-002,,,002,,,
326,139,28,1715,NSK,,4,402,NSK,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NSK,NSK,,,,,,
327,140,248,887,KDS048,,4,402,KDS-048,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KDS,KDS-048,,,048,,,
328,141,199,1144,KSP051,,4,402,KSP-051,,A+B,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-051,,,051,,,
329,142,199,1145,KSP053,,4,402,KSP-053,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KSP,KSP-053,,,053,,,
330,143,15,1563,NEC008,,4,402,NEC-008,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,NEC,NEC-008,,,008,,,
331,144,96,3054,TKD004,,4,402,TKD-004,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TKD,TKD-004,,,004,,,
332,145,12,1486,MZT020,,4,402,MZT-020,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,MZT,MZT-020,,,020,,,
333,146,244,1861,Other,,4,402,Other,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,Other,Other,,,ACHIEVMENT,,,
334,147,93,2503,TE11413,,4,402,TE-1-141-3,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TE,TE-1-141-3,,,1-141-3,,,
335,148,95,3004,TIH001,,4,402,TIH-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TIH,TIH-001,,,001,,,
336,349,177,670,JAE117B,126T,4,423,JAE-117B,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,JAE,JAE-117B,,,117B,,,
337,406,111,107,ADY123,,4,423,ADY-123,,,,,,,,TRUE,190x140,,,,,190,140,,,,,,,別抜き,,190x140--,,ADY,ADY-123,,,123,,,
338,428,262,3154,TPS002,"DIM-006, 007, 008, 009",4,423,TPS-002,,"DIM-006,7,8,9ラベル紙がはってある　NOなしの箱の中",,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,TPS,TPS-002,,,002,,,
339,341,9,1432,MTM115,,4,423,MTM-115,,1面,,,,,1,TRUE,,,,,,,,,,,,,,別抜き,,,,MTM,MTM-115,,,115,,,
340,368,142,402,DIM005,,4,423,DIM-005,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,DIM,DIM-005,,,005,,,
341,324,227,3193,WKE001,,4,423,WKE-001,（成形カッター）,(プレス) 385x335,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,WKE,WKE-001,,,001,,,
342,436,71,2142,SMK213,,4,423,SMK-213,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SMK,SMK-213,,,213,,,
343,351,177,667,JAE113,114,4,423,JAE-113,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,JAE,JAE-113,,,113,,,
344,325,88,2313,SZT004,,4,423,SZT-004,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SZT,SZT-004,,,004,,,
345,386,236,3286,YKW003,,4,423,YKW-003,7（３？）号機台の下箱の中,7面,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YKW,YKW-003,,,003,,,
346,355,266,2298,STP001,,4,423,STP-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,STP,STP-001,,,001,,,
347,370,230,3217,YCM017,,4,423,YCM-017,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YCM,YCM-017,,,017,,,
348,369,236,3287,YKW004,"006,007",4,423,YKW-004,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,YKW,YKW-004,,,004,,,
349,316,111,81,ADY090,,4,423,ADY-090,,中抜き３型,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ADY,ADY-090,,,090,,,
350,323,144,421,DK030,031,4,423,DK-030,,(穴用）（丸抜き）,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,DK,DK-030,,,030,,,
351,306,111,74,ADY083R,,4,423,ADY-083R,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ADY,ADY-083R,,,083R,,,
352,307,65,2054,SK051,,4,423,SK-051,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SK,SK-051,,,051,,,
353,327,195,1016,KOS003,,4,423,KOS-003,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,KOS,KOS-003,,,003,,,
354,DIC023,141,292,DIC023,024,4,423,DIC-023,,(丸を抜く）,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,DIC,DIC-023,,,023,,,
355,360,111,104,ADY117,,4,423,ADY-117,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,ADY,ADY-117,,,117,,,
356,375,82,2279,STD004,,4,423,STD-004,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,STD,STD-004,,,004,,,
357,JAE067,177,651,JAE067,066,4,423,JAE-067,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,JAE,JAE-067,,,067,,,
358,JAE025,177,627,JAE025,,4,423,JAE-025,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,JAE,JAE-025,,,025,,,
359,309,80,2208,SSK001,,4,413,SSK-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,SSK,SSK-001,,,001,,,
360,328,49,1918,RCH001,002,4,413,RCH-001,,,,,,,,TRUE,,,,,,,,,,,,,,別抜き,,,,RCH,RCH-001,,,001,,,
