MoldID,MoldCode,MoldName,MoldAssyDrawing,MoldDesignID,MoldMakerID,MoldType,CustomerID,MoldCavity,MoldDimL,MoldDimW,MoldDimH,MoldWeight,MoldNote,MoldDetail,RackLayerID,storage_company,MoldReturning,MoldDisposing,last_update_date
10,TIH014,TIH-014,,3018,,,95,,,,,,,,11,2,,,
12,TKO009T,TKO-009T,,3078,,,98,,,,,,,,11,2,,,
13,TYJ001,TYJ-001,,3172,,,223,,,,,,,,11,2,,,
14,THP004,THP-004,,2998,,,94,,,,,,,,12,2,,,
15,THP005,THP-005,,3000,,,94,,,,,,,,12,2,,,
16,YSDC501,YSD-C-50-1,,3351,,,108,,,,,,,,11,2,,,
17,TOK001,TOK-001,,3129,,,103,,,,,,,,11,2,,,
18,TOK004,TOK-004,,3132,,,103,,,,,,,,11,2,,,
19,TWD001,TWD-001,,3169,,,222,,,,,,,,704,,,廃棄済,
20,TWD002,TWD-002,,3170,,,222,,,,,,,,11,2,,,
21,TOK014,TOK-014,,3144,,,103,,,,,,,,11,2,,,
22,TOK015,TOK-015,,3145,,,103,,,,,,,,11,2,,,
23,TOK010,TOK-010,,3139,,,103,,,,,,,,11,2,,,
24,TOK002,TOK-002,,3130,,,103,,,,,,,,11,2,,,
25,TOK013,TOK-013,,3143,,,103,,,,,,,,11,2,,,
26,TOK011,TOK-011,,3141,,,103,,,,,,,,11,2,,,
27,TOK017,TOK-017,,3147,,,103,,,,,,,,11,2,,,
28,TOK016,TOK-016,,3146,,,103,,,,,,,,11,2,,,
29,TOK012,TOK-012,,3142,,,103,,,,,,,,11,2,,,
30,TOK007,TOK-007,,3135,,,103,,,,,,,,11,2,,,
31,TOK006,TOK-006,,3134,,,103,,,,,,,,11,2,,,
32,TOW003,TOW-003,,3151,,,104,,,,,,,,11,2,,,
33,TOW002,TOW-002,,3150,,,104,,,,,,,,11,2,,,
34,TSS004,TSS-004,,3166,,,220,,,,,,,,12,2,,,
35,TKS019,TKS-019,,3095,,,99,,,,,,,,12,2,,,
36,TSP001,TSP-001,,3159,,,219,,,,,,,,12,2,,,
37,TNX024,TNX-024,,3128,,,102,,,,,,,,85,2,,,
38,TYU001,TYU-001,,3176,,,225,,,,,,,,11,2,,,
39,TKN002,TKN-002,,3075,,,97,,,,,,,,12,2,,,
40,TSP004,TSP-004,,3161,,,219,,,,,,,,12,2,,,
41,TE022,TE-022,,2440,,,93,,,,,,,,12,2,,,
42,TKS002,TKS-002,,3080,,,99,,,,,,,,12,2,,,
43,THP002,THP-002,,2995,,,94,,,,,,,,282,2,,,
44,TMD,TMD,,3107,,,101,,,,,,,,12,2,,,
45,TKO001,TKO-001,,3077,,,98,,,,,,,,15,2,,,
46,TCS001,TCS-001,,2353,,,91,,,,,,,,12,2,,,
47,TSP003,TSP-003,,3160,,,219,,,,,,,,12,2,,,
48,TIH015,TIH-015,,3019,,,95,,,,,,,,12,2,,,
49,TSS002R,TSS-002R,,3164,,,220,,,,,,,,11,2,,,
50,TH060,TH-060,,2985,,,243,,,,,,,,12,2,,,
51,TUK001,TUK-001,,3167,,,221,,,,,,,,12,2,,,
52,TIH005,TIH-005,,3008,,,95,,,,,,,,12,2,,,
53,YCM034,YCM-034,,3229,,,230,,,,,,,,13,2,,,
54,YCM029,YCM-029,,3225,,,230,,,,,,,,281,2,,,
55,TDS006R2,TDS-006 R2,,2360,,,92,,,,,12.1 Kg,,,704,,,廃棄済,
56,TDS007R2,TDS-007 R2,,2362,,,92,,,,,,,,704,,,廃棄済,
57,TIH022,TIH-022,,3029,,,95,,,,,,,,13,2,,,
58,TIH018,TIH-018,,3023,,,95,,,,,,,,13,2,,,
59,THP006,THP-006,,3001,,,94,,,,,,,,13,2,,,
60,THP003,THP-003,,2996,,,94,,,,,,,,13,2,,,
61,YPC003,YPC-003,,3322,,,240,,,,,,,,15,2,,,
62,YSD001,YSD-001,,3327,,,108,,,,,,,,13,2,,,
63,YMS002,YMS-002,,3300,,,237,,,,,,,,13,2,,,
64,WKE001,WKE-001,,3193,,,227,,,,,,,,15,2,,,
65,YCM055,YCM-055,,3247,,,230,,,,,,,,14,2,,,
66,TKS003,TKS-003,,3081,,,99,,,,,,,,13,2,,,
67,TKD009,TKD-009,,3059,,,96,,,,,,,,13,2,,,
68,T000560W,T-0005-60W,,2317,,,89,,,,,,,,15,2,,,
69,TIH016,TIH-016,,3020,,,95,,,,,,,,13,2,,,
70,TKN001,TKN-001,,3074,,,97,,,,,,,,13,2,,,
71,THP059,THP-059,,3003,,,94,,,,,,,,13,2,,,
72,TDS005,TDS-005,,2358,,,92,,,,,,,,13,2,,,
73,TDS002,TDS-002,,2355,,,92,,,,,,,,13,2,,,
74,TDS003,TDS-003,,2356,,,92,,,,,,,,13,2,,,
75,TYK002,TYK-002,,3174,,,224,,,,,,,,11,2,,,
76,T000660W,T-0006-60W,,2318,,,89,,,,,,,,15,2,,,
77,YFG001,YFG-001,,3276,,,232,,,,,,,,13,2,,,
81,YCM045,YCM-045,,3240,,,230,,,,,,,,14,2,,,
82,YCM046,YCM-046,,3241,,,230,,,,,,,,14,2,,,
83,YCM039,YCM-039,,3234,,,230,,,,,,,,281,2,,,
84,YCM069,YCM-069,,3258,,,230,,,,,,,,14,2,,,
85,YCM035,YCM-035,,3230,,,230,,,,,,,,14,2,,,
86,YCM040,YCM-040,,3235,,,230,,,,,,,,14,2,,,
87,YCM053,YCM-053,,3245,,,230,,,,,,,,14,2,,,
88,YCM054,YCM-054,,3246,,,230,,,,,,,,14,2,,,
89,YCM066,YCM-066,,3256,,,230,,,,,,,,14,2,,,
90,YCM036,YCM-036,,3231,,,230,,,,,,,,14,2,,,
91,YCM024,YCM-024,,3220,,,230,,,,,,,,281,2,,,
92,YCM027,YCM-027,,3223,,,230,,,,,,,,281,2,,,
93,YCM050,YCM-050,,3243,,,230,,,,,,,,14,2,,,
94,YCM066,YCM-066,,3256,,,230,,,,,,,,14,2,,,
95,YCM061,YCM-061,,3253,,,230,,,,,,,,14,2,,,
96,YCM042,YCM-042,,3237,,,230,,,,,,,,14,2,,,
97,YCM059,YCM-059,,3251,,,230,,,,,,,,14,2,,廃棄済,
98,YCM060,YCM-060,,3252,,,230,,,,,,,,14,2,,,
99,YCM071,YCM-071,,3265,,,230,,,,,,,,14,2,,,
100,YCM070,YCM-070,,3262,,,230,,,,,,,,14,2,,,
101,YCM073,YCM-073,,3268,,,230,,,,,,,,14,2,,,
102,YCM056,YCM-056,,3248,,上型,230,,,,,7.95 Kg,,,14,2,返却済,,
103,YCM065,YCM-065,,3255,,,230,,,,,,,,14,2,,,
104,YCM068,YCM-068,,3257,,,230,,,,,,,,14,2,,,
105,YCM044,YCM-044,,3239,,,230,,,,,,,,14,2,,,
106,YSR001,YSR-001,,3468,,,242,,,,,,,,282,2,,,
107,YSR003,YSR-003,,3470,,,242,,,,,,,,282,2,,,
108,YSR008,YSR-008,,3475,,,242,,,,,,,,282,2,,,
109,YSR011,YSR-011,,3478,,,242,,,,,,,,282,2,,,
110,YSR007,YSR-007,,3474,,,242,,,,,,,,282,2,,,
111,YSR015,YSR-015,,3482,,,242,,,,,,,,282,2,,,
112,YSR004,YSR-004,,3471,,,242,,,,,,,,282,2,,,
113,YSR006,YSR-006,,3473,,,242,,,,,,,,282,2,,,
114,YSR002,YSR-002,,3469,,,242,,,,,,,,282,2,,,
115,YSR009,YSR-009,,3476,,,242,,,,,,,,282,2,,,
116,YSR005,YSR-005,,3472,,,242,,,,,,,,282,2,,,
117,YOK001,YOK-001,,3317,,,239,,,,,,,,15,2,,,
118,YOK004,YOK-004,,3320,,,239,,,,,,,,15,2,,,
119,YKW001,YKW-001,,3284,,,236,,,,,,,,15,2,,,
120,YES003,YES-003,,3274,,,231,,,,,,,,15,2,,,
121,YMT010,YMT-010,,3315,,,238,,,,,,,,15,2,,,
122,YSR014,YSR-014,,3481,,,242,,,,,,,,282,2,,,
123,YSR019,YSR-019,,3486,,,242,,,,,,,,282,2,,,
124,YSR016,YSR-016,,3483,,,242,,,,,,,,282,2,,,
125,YSR018,YSR-018,,3485,,,242,,,,,,,,282,2,,,
126,YKS003,YKS-003,,3283,,,235,,,,,,,,15,2,,,
127,YKS001,YKS-001,,3281,,,235,,,,,,,,15,2,,,
128,YSR017,YSR-017,,3484,,,242,,,,,,,,282,2,,,
129,YSR013,YSR-013,,3480,,,242,,,,,,,,282,2,,,
130,YPC007,YPC-007,,3324,,,240,,,,,,,,15,2,,,
131,YPC006,YPC-006,,3323,,,240,,,,,,,,15,2,,,
132,YK001,YK-001,,3280,,,234,,,,,,,,15,2,,,
133,YKS002,YKS-002,,3282,,,235,,,,,,,,15,2,,,
134,KSR010????YSR,KSR-010 ???? YSR,,1283,,,200,,,,,,,,15,2,,,
135,YSR012,YSR-012,,3479,,,242,,,,,,,,282,2,,,
136,YKW003,YKW-003,,3286,,,236,,,,,,,,15,2,,,
137,SNT002,SNT-002,,2154,,,74,,,,,,,,282,2,,,
138,STD001,STD-001,,2276,,,82,,,,,,,,22,2,,,
139,RCH004,RCH-004,,1921,,,49,,,,,,,,21,2,,,
140,RCH009,RCH-009,,1926,,,49,,,,,,,,21,2,,,
141,RCH008,RCH-008,,1925,,,49,,,,,,,,21,2,,,
142,RYK003,RYK-003,,1936,,,51,,,,,,,,21,2,,,
143,RYK004,RYK-004,,1937,,,51,,,,,,,,21,2,,,
144,RCH006,RCH-006,,1923,,,49,,,,,,,,21,2,,,
145,RCH005,RCH-005,,1922,,,49,,,,,,,,21,2,,,
146,RYK001,RYK-001,,1934,,,51,,,,,,,,21,2,,,
147,RCH007,RCH-007,,1924,,,49,,,,,,,,21,2,,,
148,SHT013,SHT-013,,1981,,,61,,,,,,,,73,2,,,
149,SKC001,SKC-001,,2055,,,66,,,,,,,,22,2,,,
150,SIT002,SIT-002,,1987,,,62,,,,,,,,22,2,,,
151,SKK008,SKK-008,,2063,,,67,,,,,,,,22,2,,,
152,SKK007,SKK-007,,2060,,,67,,,,,,,,22,2,,,
154,SNT001,SNT-001,,2153,,,74,,,,,,,,282,2,,,
155,SESK001,SESK-001,,1962,,,59,,,,,,,,25,2,,,
156,SHT003,SHT-003,,1972,,,61,,,,,,,,22,2,,,
157,SHT004,SHT-004,,1973,,,61,,,,,,,,22,2,,,
158,SHT007,SHT-007,,1975,,,61,,,,,,,,21,2,,,
159,TE014,TE-2501699-1,,4222,,,93,,,,,,,,12,2,,,
160,SSM029,SSM-029,,2239,,,81,,,,,,,,24,2,,,
161,SHT006,SHT-006,,1974,,,61,,,,,,,,21,2,,,
162,STF008,STF-008,,2291,,,83,,,,,,,,22,2,,,
163,SKK002,SKK-002,,2056,,,67,,,,,,,,22,2,,,
164,SPJ025,SPJ-025,,2167,,,77,,,,,,,,22,2,,,
165,STD003,STD-003,,2278,,,82,,,,,,,,22,2,,,
166,SIT001,SIT-001,,1986,,,62,,,,,,,,22,2,,,
167,SIT010,SIT-010,,1988,,,62,,,,,,,,22,2,,,
168,SRI002,SRI-002,,2183,,,79,,,,,,,,22,2,,,
169,SKS009,SKS-009,,2068,,,69,,,,,,,,282,2,,,
170,SRI003,SRI-003,,2184,,,79,,,,,,,,22,2,,,
171,SRI001,SRI-001,,2182,,,79,,,,,,,,705,,,,
172,SRI004,SRI-004,,2185,,,79,,,,,,,,22,2,,,
173,SKS011,SKS-011,,2069,,,69,,,,,,,,282,2,,,
174,SRI005,SRI-005,,2186,,,79,,,,,,,,22,2,,,
175,SHP510x342x50,SHP-510x342x50,,1970,,,60,,,,,,,,22,2,,,
176,SHT008,SHT-008,,1976,,,61,,,,,,,,21,2,,,
177,SHT009,SHT-009,,1977,,,61,,,,,,,,21,2,,,
178,SSM043,SSM-043,,2253,,,81,,,,,,,,23,2,,,
179,SSM020,SSM-020,,2230,,,81,,,,,,,,24,2,,,
180,SSM028,SSM-028,,2238,,,81,,,,,,,,24,2,,,
181,SSM050R1,SSM-050 R1,,2260,,,81,,,,,,,,23,2,,,
182,SSM055,SSM-055,,2275,,,81,,,,,,,,23,2,,,
183,SSM052,SSM-052,,2266,,,81,,,,,,,,23,2,,,
184,SSM035,SSM-035,,2245,,,81,,,,,,,,24,2,,,
185,SSM022,SSM-022,,2232,,,81,,,,,,,,24,2,,,
186,SSM017,SSM-017,,2227,,,81,,,,,,,,24,2,,,
187,SSM015,SSM-015,,2225,,,81,,,,,,,,24,2,,,
188,SSM018,SSM-018,,2228,,,81,,,,,,,,24,2,,,
189,SSM042,SSM-042,,2252,,,81,,,,,,,,23,2,,,
190,SSM031,SSM-031,,2241,,,81,,,,,,,,24,2,,,
191,SSM037,SSM-037,,2247,,,81,,,,,,,,283,2,,,
192,SSM044,SSM-044,,2254,,,81,,,,,,,,23,2,,,
193,SSM036,SSM-036,,2246,,,81,,,,,,,,283,2,,,
194,SSM051,SSM-051,,2262,,,81,,,,,,,,23,2,,,
195,SSM040,SSM-040,,2250,,,81,,,,,,,,24,2,,,
196,SSM027,SSM-027,,2237,,,81,,,,,,,,24,2,,,
197,SSM030,SSM-030,,2240,,,81,,,,,,,,24,2,,,
198,SSM041,SSM-041,,2251,,,81,,,,,,,,24,2,,,
199,SSM021,SSM-021,,2231,,,81,,,,,,,,704,2,,,
200,SSM053,SSM-053,,2269,,,81,,,,,,,,23,2,,,
201,SSM021,SSM-021,,2231,,,81,,,,,,,,,781,,,
202,SSM023,SSM-023,,2233,,,81,,,,,,,,24,2,,,
203,SSM014,SSM-014,,2224,,,81,,,,,,,,23,2,,,
204,SSM047,SSM-047,,2257,,,81,,,,,,,,23,2,,,
205,SSM032,SSM-032,,2242,,,81,,,,,,,,24,2,,,
206,SSM026,SSM-026,,2236,,,81,,,,,,,,24,2,,,
207,SSM024,SSM-024,,2234,,,81,,,,,,,,24,2,,,
208,SSM003,SSM-003,,2220,,,81,,,,,,,,283,2,,,
209,SSM004,SSM-004,,2221,,,81,,,,,,,,283,2,,,
210,SSM001PP,SSM-001PP,,2218,,,81,,,,,,,,24,2,,,
211,SSM025,SSM-025,,2235,,,81,,,,,,,,24,2,,,
212,SSM033,SSM-033,,2243,,,81,,,,,,,,24,2,,,
213,SSM016,SSM-016,,2226,,,81,,,,,,,,24,2,,,
214,SSM038,SSM-038,,2248,,,81,,,,,,,,24,2,,,
215,SSM048,SSM-048,,2258,,,81,,,,,,,,23,2,,,
216,SSM002,SSM-002,,2219,,,81,,,,,,,,283,2,,,
217,SSM005,SSM-005,,2222,,,81,,,,,,,,283,2,,,
218,SSM045,SSM-045,,2255,,,81,,,,,,,,23,2,,,
219,SSM019,SSM-019,,2229,,,81,,,,,,,,283,2,,,
220,SAI001,SAI-001,,1942,,,53,,,,,,,,25,2,,,
221,SJI008,SJI-008,,2005,,,63,,,,,,,,708,2,,,
222,SP30S14010,SP30-S-140-10,,2161,,,76,,,,,,,,25,2,,,
223,SNT003,SNT-003,,2155,,,74,,,,,,,,282,2,,,
224,SP253207240,SP2-53-207-240,,2160,,,75,,,,,,,,25,2,,,
225,SZT001,SZT-001,,2308,,,88,,,,,,,,25,2,,廃棄済,
226,SJI012,SJI-012,,2008,,,63,,,,,,,,23,2,,,
227,SJI021,SJI-021,,2017,,,63,,,,,,,,23,2,,廃棄済,
228,SJI007,SJI-007,,2004,,,63,,,,,,,,23,2,,,
229,SJI018,SJI-018,,2014,,,63,,,,,,,,23,2,,,
230,SJI009,SJI-009,,2006,,,63,,,,,,,,23,2,,,
231,SJI010,SJI-010,,2007,,,63,,,,,,,,23,2,,,
232,SJI002,SJI-002,,2002,,,63,,,,,,,,23,2,,,
233,SZT005,SZT-005,,2314,,,88,,,,,,,,25,2,,廃棄済,
234,SSK010,SSK-010,,2217,,,80,,,,,,,,25,2,,,
235,SK015,SK-015,,2038,,,65,,,,,,,,25,2,,,
236,SK020,SK-020,,2040,,,65,,,,,,,,25,2,,,
237,SK014,SK-014,,2037,,,65,,,,,,,,25,2,,,
238,SK019,SK-019,,2039,,,65,,,,,,,,25,2,,,
239,SNM002,SNM-002,,2151,,,73,,,,,,,,25,2,,,
240,SNM001,SNM-001,,2150,,,73,,,,,,,,25,2,,,
241,SZT003B,SZT-003B,,2311,,,88,,,,,,,,25,2,,廃棄済,
242,SZT003T,SZT-003T,,2312,,,88,,,,,,,,25,2,,廃棄済,
243,SPJ032,SPJ-032,,2170,,,77,,,,,,,,25,2,,,
244,SPJ033,SPJ-033,,2171,,,77,,,,,,,,25,2,,,
245,SKS001,SKS-001,,2065,,,69,,,,,,,,282,2,,,
246,SKS002,SKS-002,,2066,,,69,,,,,,,,282,2,,,
247,ETS036,ETS-036,,478,,,151,,,,,,,,20,2,,,
248,SKK004,SKK-004,,2058,,,67,,,,,,,,25,2,,,
249,SDSJ001B,SDSJ-001B,,1953,,,58,,,,,,,,25,2,,,
250,SDSJ001T,SDSJ-001T,,1954,,,58,,,,,,,,25,2,,,
251,SK002ELP002,SK-002 EL-P-002,,2030,,,65,,,,,,,,25,2,,,
252,SK005ELP005,SK-005 EL-P-005,,2031,,,65,,,,,,,,25,2,,,
253,STF009,STF-009,,2292,,,83,,,,,,,,25,2,,,
255,ATS006,ATS-006,,195,,,125,,,,,,,,93,2,,,
256,ATS004,ATS-004,,193,,,125,,,,,,,,93,2,,,
257,ATS013,ATS-013,,198,,,125,,,,,,,,93,2,,,
258,ATS018,ATS-018,,202,,,125,,,,,,,,93,2,,,
259,ATS015,ATS-015,,199,,,125,,,,,,,,93,2,,,
260,ATS011,ATS-011,,197,,,125,,,,,,,,93,2,,,
261,ATS027,ATS-027,,212,,,125,,,,,,,,93,2,,,
262,ATS016,ATS-016,,200,,,125,,,,,,,,93,2,,,
263,ATS017,ATS-017,,201,,,125,,,,,,,,93,2,,,
264,ATS003R2,ATS-003R2,,192,,,125,,,,,,,,93,2,,,
265,AON003,AON-003,,159,,,118,,,,,,,,92,2,,,
266,ASH003,ASH-003,,183,,,123,,,,,,,,92,2,,,
267,ASH002,ASH-002,,182,,,123,,,,,,,,92,2,,,
268,JAE190R3,JAE-190 R3,,722,,,177,,,,,,,,122,2,,,
269,JAE185,JAE-185,,717,,,177,,,,,,,,704,,,廃棄済,
271,JAE182,JAE-182,,714,,,177,,,,,,,,704,,,廃棄済,
272,JAE303,JAE-303,,833,,,177,,,,,,,,112,2,,,
273,JAE304,JAE-304,,834,,,177,,,,,,,,703,3,,,
274,JAE305,JAE-305,,835,,,177,,,,,,,,703,3,,,
275,JAE306,JAE-306,,837,,,177,,,,,,,,121,2,,,
276,JAE316,JAE-316,,851,,,177,,,,,,,,122,2,,,
277,JAE244R2,JAE-244 R2,,770,,,177,,,,,,,,122,2,,,
278,JAE171R1,JAE-171 R1,,707,,,177,,,,,,,,122,2,,,
279,JAE269,JAE-269,,793,,,177,,,,,,,,122,2,,,
280,JAE217,JAE-217,,746,,,177,,,,,,,,122,2,,,
281,JAE242,JAE-242,,768,,,177,,,,,,,,122,2,,,
282,JAE192,JAE-192,,724,,,177,,,,,,,,124,2,,,
283,JAE238R2,JAE-238 R2,,764,,,177,,,,,,,,124,2,,,
284,JAE090,JAE-090,,660,,,177,,,,,,,,703,3,,,
286,JAE238,JAE-238,,764,,,177,,,,,,,,124,2,,,
287,JAE279,JAE-279,,802,,,177,,,,,,,,124,2,,,
288,JAE063R2,JAE-063 R2,,648,,,177,,,,,,,,124,2,,,
289,JAE011,JAE-011,,619,,,177,,,,,,,,124,2,,,
290,JAE037,JAE-037,,635,,,177,,,,,,,,124,2,,,
291,JAE197,JAE-197,,728,,,177,,,,,,,,124,2,,,
292,JAE113R7,JAE-113 R7,,3680,,,177,,,,,,,,124,2,,,
293,JAE243,JAE-243,,769,,,177,,,,,,,,124,2,,,
294,JAE001,JAE-001,,611,,,177,,,,,,,,124,2,,,
295,JAE206,JAE-206,,736,,,177,,,,,,,,124,2,,,
296,JAE199R1,JAE-199 R1,,730,,,177,,,,,,,,124,2,,,
297,JAE070,JAE-070,,653,,,177,,,,,,,,124,2,,,
298,JAE129R1,JAE-129 R1,,678,,,177,,,,,,,,124,2,,,
299,JAE004,JAE-004,,614,,,177,,,,,,,,124,2,,,
300,JAE200,JAE-200,,731,,,177,,,,,,,,124,2,,,
301,JAE083,JAE-083,,659,,,177,,,,,,,,124,2,,,
302,JAE042,JAE-042,,637,,,177,,,,,,,,124,2,,,
303,JAE079,JAE-079,,657,,,177,,,,,,,,124,2,,,
304,JAE080R3,JAE-080 R3,,658,,,177,,,,,,,,124,2,,,
305,JAE230R3,JAE-230 R3,,758,,,177,,,,,,,,124,2,,,
306,JAE241,JAE-241,,767,,,177,,,,,,,,124,2,,,
307,JAE268,JAE-268,,792,,,177,,,,,,,,124,2,,,
308,JAE006,JAE-006,,616,,,177,,,,,,,,124,2,,,
310,JAE167,JAE-167,,703,,,177,,,,,,,,123,2,,,
311,JAE201R1,JAE-201 R1,,732,,,177,,,,,,,,123,2,,,
312,JAE111R2,JAE-111 R2,,664,,,177,,,,,,,,123,2,,,
313,JAE229,JAE-229,,756,,,177,,,,,,,,123,2,,,
314,JAE228,JAE-228,,755,,,177,,,,,,,,123,2,,,
315,JAE184,JAE-184,,716,,,177,,,,,,,,704,,,廃棄済,
316,JAE174,JAE-174,,709,,,177,,,,,,,,123,2,,,
317,JAE176,JAE-176,,711,,,177,,,,,,,,123,2,,,
318,JAE159,JAE-159,,698,,,177,,,,,,,,123,2,,,
319,JAE033,JAE-033,,630,,,177,,,,,,,,123,2,,,
320,JAE016,JAE-016,,622,,,177,,,,,,,,123,2,,,
321,JAE291R2,JAE-291 R2,,817,,,177,,,,,,,,123,2,,,
322,JAE260,JAE-260,,784,,,177,,,,,,,,123,2,,,
323,JAE112,JAE-112,,666,,,177,,,,,,,,123,2,,,
324,JAE175,JAE-175,,710,,,177,,,,,,,,704,,,廃棄済,
325,JAE03474H,JAE-034 74H,,631,,,177,,,,,,,,123,2,,,
326,JAE140R1PET,JAE-140 R1 PET,,685,,,177,,,,,,,,112,2,,,
327,JAE245R1,JAE-245 R1,,771,,,177,,,,,,,,123,2,,,
328,JAE046No1,JAE-046 No1,,640,,,177,,,,,,,,123,2,,,
329,JAE002,JAE-002,,612,,,177,,,,,,,,123,2,,,
330,JAE266,JAE-266,,790,,,177,,,,,,,,123,2,,,
331,JAE023R2,JAE-023 R2,,625,,,177,,,,,,,,123,2,,,
332,JAE309,JAE-309,,840,,,177,,,,,,,,703,3,,,
334,ADY101,ADY-101,,91,,,111,,,,,,,,125,2,,,
335,ADY111,ADY-111,,99,,,111,,,,,,,,125,2,,,
336,ADY103,ADY-103,,93,,,111,,,,,,,,125,2,,,
337,ADY114,ADY-114,,102,,,111,,,,,,,,125,2,,,
338,ADY112,ADY-112,,100,,,111,,,,,,,,125,2,,,
339,ADY126,ADY-126,,111,,,111,,,,,,,,125,2,,,
340,ADY106,ADY-106,,96,,,111,,,,,,,,125,2,,,
341,ADY113,ADY-113,,101,,,111,,,,,,,,125,2,,,
342,ADY070,ADY-070,,60,,,111,,,,,,,,125,2,,,
343,ADY063,ADY-063,,55,,,111,,,,,,,,125,2,,,
344,ADV034,ADV-034,,43,,,110,,,,,,,,125,2,,,
345,ADY064,ADY-064,,56,,,111,,,,,,,,125,2,,,
346,ADV017,ADV-017,,33,,,110,,,,,,,,125,2,,,
347,ADV032,ADV-032,,41,,,110,,,,,,,,125,2,,,
348,ADY086,ADY-086,,77,,,111,,,,,,,,125,2,,,
349,ADV027,ADV-027,,39,,,110,,,,,,,,125,2,,,
350,ADY059,ADY-059,,51,,,111,,,,,,,,125,2,,,
351,ADY062,ADY-062,,54,,,111,,,,,,,,125,2,,,
352,AKT001,AKT-001,,117,,,114,,,,,,,,125,2,,,
353,ADV026,ADV-026,,38,,,110,,,,,,,,125,2,,,
354,ADV037,ADV-037,,45,,,110,,,,,,,,125,2,,,
356,YSD,YSD,,3326,,,108,,,,,,,,111,2,,,
357,JAE121R1,JAE-121 R1,,672,,,177,,,,,,,,111,2,,,
358,JAE278,JAE-278,,801,,,177,,,,,,,,123,2,,,
359,JAE035No1,JAE-035 No1,,633,,,177,,,,,,,,123,2,,,
360,JAE210,JAE-210,,739,,,177,,,,,,,,111,2,,,
361,JAE284R4,JAE-284 R4,,807,,,177,,,,,,,,111,2,,,
362,JAE314R1,JAE-314 R1,,848,,,177,,,,,,,,111,2,,,
363,JAE214R1,JAE-214 R1,,743,,,177,,,,,,,,111,2,,,
364,JAE164,JAE-164,,702,,,177,,,,,,,,111,2,,,
365,JAE209,JAE-209,,738,,,177,,,,,,,,111,2,,,
366,JAE035No2,JAE-035 No2,,633,,,177,,,,,,,,123,2,,,
367,JAE170,JAE-170,,706,,,177,,,,,,,,111,2,,,
368,JAE212,JAE-212,,741,,,177,,,,,,,,111,2,,,
369,JAE020,JAE-020,,624,,,177,,,,,,,,123,2,,,
371,JAE03574H,JAE-035 74H,,3618,,,177,,,,,,,,111,2,,,
372,JAE130R1,JAE-130 R1,,679,,,177,,,,,,,,123,2,,,
373,JAE307R1,JAE-307 R1,,838,,,177,,,,,,,,112,2,,,
374,JAE194R1,JAE-194 R1,,726,,,177,,,,,,,,112,2,,,
375,JAE231,JAE-231,,759,,,177,,,,,,,,704,,,廃棄済,
376,JAE188,JAE-188,,720,,,177,,,,,,,,704,,,廃棄済,
377,JAE280R3,JAE-280 R3,,803,,,177,,,,,,,,112,2,,,
378,JAE168,JAE-168,,704,,,177,,,,,,,,112,2,,,
379,JAE261,JAE-261,,785,,,177,,,,,,,,112,2,,,
380,JAE183R1,JAE-183 R1,,715,,,177,,,,,,,,704,,,廃棄済,
381,JAE239R2,JAE-239 R2,,765,,,177,,,,,,,,112,2,,,
382,JAE232R1,JAE-232 R1,,760,,,177,,,,,,,,112,2,,,
383,JAE196,JAE-196,,727,,,177,,,,,,,,112,2,,,
384,JAE283R3,JAE-283 R3,,806,,,177,,,,,,,,112,2,,,
385,JAE263R1,JAE-263 R1,,787,,,177,,,,,,,,112,2,,,
386,JAE262R1,JAE-262 R1,,786,,,177,,,,,,,,112,2,,,
387,JAE300,JAE-300,,828,,,177,,,,,,,,112,2,,,
388,JAE258,JAE-258,,782,,,177,,,,,,,,113,2,,,
389,JAE259,JAE-259,,783,,,177,,,,,,,,113,2,,,
390,JAE249AB,JAE-249 AB,,773,,,177,,,,,,,,113,2,,,
391,JAE256,JAE-256,,780,,,177,,,,,,,,113,2,,,
392,JAE257,JAE-257,,781,,,177,,,,,,,,113,2,,,
393,JAE254,JAE-254,,778,,,177,,,,,,,,113,2,,,
394,JAE302R1,JAE-302 R1,,831,,,177,,,,,,,,113,2,,,
395,JAE253,JAE-253,,777,,,177,,,,,,,,113,2,,,
396,JAE290,JAE-290,,815,,,177,,,,,,,,113,2,,,
397,JAE318,JAE-318,,853,,,177,,,,,,,,122,2,,,
398,JAE294,JAE-294,,820,,,177,,,,,,,,113,2,,,
399,JAE308,JAE-308,,839,,,177,,,,,,,,113,2,,,
400,JAE301,JAE-301,,829,,,177,,,,,,,,113,2,,,
401,JAE295R1,JAE-295 R1,,821,,,177,,,,,,,,113,2,,,
402,JAE255,JAE-255,,779,,,177,,,,,,,,113,2,,,
403,JAE193,JAE-193,,725,,,177,,,,,,,,114,2,,,
404,JAE203R1,JAE-203 R1,,734,,,177,,,,,,,,114,2,,,
405,JAE003,JAE-003,,613,,,177,,,,,,,,114,2,,,
406,JAE275R2,JAE-275 R2,,799,,,177,,,,,,,,114,2,,,
407,JAE240,JAE-240,,766,,,177,,,,,,,,114,2,,,
408,JAE019,JAE-019,,623,,,177,,,,,,,,114,2,,,
409,JAE052,JAE-052,,644,,,177,,,,,,,,114,2,,,
410,JAE043,JAE-043,,638,,,177,,,,,,,,114,2,,,
411,JAE092,JAE-092,,661,,,177,,,,,,,,114,2,,,
