MoldDesignID,LegacyMoldDesignID,MoldDesignName,MoldDesignCode,CustomerTrayName,TrayInfoForMoldDesign,DesignForPlasticType,MoldOrientation,PocketNumbers,MoldSetupType,MoldDesignLength,MoldDesignWidth,MoldDesignHeight,MoldDesignDepth,MoldDesignWeight,PieceCount,Pitch,CutlineX,CutlineY,CornerR,ChamferC,SeparateCutter,UnderAngle,UnderDepth,DraftAngle,DataInput,CustomerID,TrayID,CAVID,CustomerDrawingNo,CustomerEquipmentNo,TextContent,Plug,DesignCreatedDate,VersionNote,WebUUID,UpdatedAt,UpdatedBy
4735,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,WEB_UUID_1773357366640_hxuzw0f82,2026-03-13T08:16:06.640Z,
