legacy_statuslog_id,mold_id,cutter_id,item_type,status,timestamp,employee_id,destination_id,notes,audit_date,audit_type,session_id,session_name,session_mode,web_uuid,updated_at,updated_by
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
