TeflonLogID,LegacyTeflonLogID,MoldID,TeflonStatus,RequestedBy,RequestedDate,SentBy,SentDate,ExpectedDate,ReceivedDate,SupplierID,CoatingType,Reason,TeflonCost,Quality,TeflonNotes,CreatedDate,UpdatedBy,UpdatedDate,WebUUID,UpdatedAt
TL544509,,5765,Pending,1,2026-03-23,,,,,7,,,,,,,,,,
