formedtray,FormedTrayID,FormingID,FormedTrayLength,FormedTrayWidth,FormedTrayHeight,FormedTrayOtherDimensions,FormedTrayNotes,ActualTrayWeight,WeightMeasuredDate
7,6,589.5,268.2,0,0,長手方向3.8ｍｍ長い,,
8,5,586.7,268.2,0,0,長手方向公差内に入っているがCUTLINE寸法より1ｍｍ長い。-0.5ｍｍの変更ができる,,
